"Study","UniProt","Gene.Name","Description","SomaID","SomaScan.SeqID","OlinkID_Previous.study","Correlation_Previous.study","N_Previous.study","P.value_Previous.study","Adj.p.value_Previous.study","Cor.interval_Previous.study","Cor.method_Previous.study","OlinkID_Sissala","Correlation_Sissala","N_Sissala","P.value_Sissala","Adj.p.value_Sissala","Cor.interval_Sissala","Cor.method_Sissala"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P00918","CA2","Carbonic anhydrase 2",NA,"4970-55","OID21149",0.29925451950739,78,NA,NA,"No correlation","Spearman","OID21149",0.904194991370505,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P17538","CTRB1","Chymotrypsinogen B",NA,"5671-1","OID21150",0.929544692950288,78,NA,NA,"Strong correlation","Spearman","OID21150",0.827341079972659,76,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P05067","APP","Amyloid-beta precursor protein",NA,"3171-57","OID21070",0.812213103352344,78,NA,NA,"Strong correlation","Spearman","OID21070",0.393399316684865,88,0.00016840529372438,0.00028001410399827,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P11215","ITGAM","Integrin alpha-M",NA,"21981-2","OID21071",0.0706260235096978,78,NA,NA,"No correlation","Spearman","OID21071",0.602102924842651,74,2.8019883834226e-08,6.30168303761777e-08,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P02749","APOH","Beta-2-glycoprotein 1",NA,"8288-27","OID21072",0.205796808231129,78,NA,NA,"No correlation","Spearman","OID21072",0.508435771899546,88,6.28387103674471e-07,1.26012262886053e-06,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P14174","MIF","Macrophage migration inhibitory factor",NA,"5356-2","OID21073",0.803614107411576,78,NA,NA,"Strong correlation","Spearman","OID21073",0.856732767426297,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P14174","MIF","Macrophage migration inhibitory factor",NA,"8221-19","OID21073",0.477459249611148,78,NA,NA,"Weak correlation","Spearman","OID21073",0.856732767426297,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q15818","NPTX1","Neuronal pentraxin-1",NA,"9256-78","OID21074",0.762288344566825,78,NA,NA,"Strong correlation","Spearman","OID21074",0.562326549491212,47,5.2789160379775e-05,9.14094510257148e-05,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P50895","BCAM","Basal cell adhesion molecule",NA,"2816-50","OID21076",0.77049729697092,78,NA,NA,"Strong correlation","Spearman","OID21076",0.582984044239372,88,4.18171144044962e-09,9.9812943261472e-09,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P31948","STIP1","Stress-induced-phosphoprotein 1",NA,"5489-18","OID21077",0.906681335652967,78,NA,NA,"Strong correlation","Spearman","OID21077",0.890141241942869,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q9NZD4","AHSP","Alpha-hemoglobin-stabilizing protein",NA,"9025-5","OID21078",0.106159663121688,78,NA,NA,"No correlation","Spearman","OID21078",0.944225282659998,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q02487","DSC2","Desmocollin-2",NA,"13126-52","OID21079",0.579939048293479,78,NA,NA,"Moderate correlation","Spearman","OID21079",0.79748864076644,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O60462","NRP2","Neuropilin-2",NA,"15387-44","OID21081",0.831156185586565,78,NA,NA,"Strong correlation","Spearman","OID21081",0.603691343154531,88,4.78657108962196e-10,1.22540561455401e-09,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O60462","NRP2","Neuropilin-2",NA,"6590-54","OID21081",0.818181818181818,78,NA,NA,"Strong correlation","Spearman","OID21081",0.603691343154531,88,4.78657108962196e-10,1.22540561455401e-09,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P08254","MMP3","Stromelysin-1",NA,"2788-55","OID21083",0.637282177090973,78,NA,NA,"Moderate correlation","Spearman","OID21083",0.86010029631833,88,7.20021666355985e-27,2.24559243457433e-26,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P23381","WARS1","Tryptophan--tRNA ligase, cytoplasmic",NA,"9870-17","OID21084",0.46749453078567,78,NA,NA,"Weak correlation","Spearman","OID21084",0.80828431545208,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q14112","NID2","Nidogen-2",NA,"16060-99","OID21085",0.621534298209785,78,NA,NA,"Moderate correlation","Spearman","OID21085",0.459599873199253,88,8.48121052222667e-06,1.53450107044774e-05,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q14112","NID2","Nidogen-2",NA,"3633-70","OID21085",0.453352723603005,78,NA,NA,"Weak correlation","Spearman","OID21085",0.459599873199253,88,8.48121052222667e-06,1.53450107044774e-05,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P12081","HARS1","Histidine--tRNA ligase, cytoplasmic",NA,"17450-51","OID21086",0.960697530317783,78,NA,NA,"Strong correlation","Spearman","OID21086",0.85455069124424,63,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P30086","PEBP1","Phosphatidylethanolamine-binding protein 1",NA,"4276-10","OID21087",0.940085231224472,78,NA,NA,"Strong correlation","Spearman","OID21087",0.845532034799761,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P30740","SERPINB1","Leukocyte elastase inhibitor",NA,"10737-96","OID21088",0.279378848999102,78,NA,NA,"No correlation","Spearman","OID21088",0.91171899422793,88,5.57311520181083e-35,1.77741442453232e-34,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q8N149","LILRA2","Leukocyte immunoglobulin-like receptor subfamily A member 2",NA,"15614-168","OID21152",0.812288976845939,78,NA,NA,"Strong correlation","Spearman","OID21152",0.561956253742383,88,2.18935895398534e-08,4.97341299607535e-08,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P04155","TFF1","Trefoil factor 1",NA,"9185-15","OID21154",0.722383454429989,78,NA,NA,"Strong correlation","Spearman","OID21154",0.914529914529914,26,1.29507805658029e-06,2.51227341216349e-06,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P19438","TNFRSF1A","Tumor necrosis factor receptor superfamily member 1A",NA,"2654-19","OID21155",0.933300454630213,78,NA,NA,"Strong correlation","Spearman","OID21155",0.287381275440977,66,0.019608659727079,0.026608385615231,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P04118","CLPS","Colipase",NA,"5749-53","OID21156",0.818616943939174,78,NA,NA,"Strong correlation","Spearman","OID21156",0.547619047619048,8,0.170982142857143,0.206679699449373,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O76061","STC2","Stanniocalcin-2",NA,"35098-22","OID21157",0.857368673967475,78,NA,NA,"Strong correlation","Spearman","OID21157",0.551054911767814,88,4.61587275383186e-08,1.01190686195654e-07,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O76061","STC2","Stanniocalcin-2",NA,"6231-46","OID21157",0.165723499102298,78,NA,NA,"No correlation","Spearman","OID21157",0.551054911767814,88,4.61587275383186e-08,1.01190686195654e-07,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P22692","IGFBP4","Insulin-like growth factor-binding protein 4",NA,"2950-57","OID21158",0.44875661527102,78,NA,NA,"Weak correlation","Spearman","OID21158",0.718343841358177,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P28799","GRN","Progranulin",NA,"4992-49","OID21159",0.794640768366321,78,NA,NA,"Strong correlation","Spearman","OID21159",0.481349723503927,88,2.78372075275932e-06,5.30881880044809e-06,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q99497","PARK7","Parkinson disease protein 7",NA,"19523-215","OID21160",0.936367430038316,78,NA,NA,"Strong correlation","Spearman","OID21160",0.900655137191364,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q99497","PARK7","Parkinson disease protein 7",NA,"19545-145","OID21160",0.402562011174167,78,NA,NA,"Weak correlation","Spearman","OID21160",0.900655137191364,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q99497","PARK7","Parkinson disease protein 7",NA,"9845-33","OID21160",0.687443489710688,78,NA,NA,"Moderate correlation","Spearman","OID21160",0.900655137191364,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P07954","FH","Fumarate hydratase, mitochondrial",NA,"13384-110","OID30839",0.170779668307694,78,NA,NA,"No correlation","Spearman","OID30839",0.483333333333333,9,0.193799603174603,0.232271498921579,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q9UJC5","SH3BGRL2","SH3 domain-binding glutamic acid-rich-like protein 2",NA,"19113-66","OID30863",0.16580992305446,78,NA,NA,"No correlation","Spearman","OID30863",0.324267920593826,88,0.00205513820479218,0.00307318017643757,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P05787","KRT8","Keratin, type II cytoskeletal 8",NA,"33744-20","OID30865",-0.0335997369712492,78,NA,NA,"No correlation","Spearman","OID30865",0.198930394619561,42,0.20589315813948,0.245722384291198,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O43396","TXNL1","Thioredoxin-like protein 1",NA,"21475-137","OID30872",-0.0566648541332086,78,NA,NA,"No correlation","Spearman","OID30872",0.0938149413546547,88,0.38393411199781,0.433461612445527,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q96GG9","DCUN1D1","DCN1-like protein 1",NA,"17366-6","OID30830",-0.1237370224712,78,NA,NA,"No correlation","Spearman","OID30830",0.227125506072874,39,0.163926467825369,0.19943209286082,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q96J84","KIRREL1","Kin of IRRE-like protein 1",NA,"22563-4","OID30806",-0.0384056046668796,78,NA,NA,"No correlation","Spearman","OID30806",-0.266165413533835,20,0.255590866902042,0.299960591197927,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P23435","CBLN1","Cerebellin-1",NA,"9313-27","OID30851",-0.169564612602587,78,NA,NA,"No correlation","Spearman","OID30851",0.062095520177712,74,0.598435790486797,0.644688938415643,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P52788","SMS","Spermine synthase",NA,"18179-56","OID30853",0.46179964978938,78,NA,NA,"Weak correlation","Spearman","OID30853",0.727061087018484,39,1.5896239109003e-07,3.33914181038086e-07,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O95372","LYPLA2","Acyl-protein thioesterase 2",NA,"25929-10","OID30817",-0.0810339158870023,78,NA,NA,"No correlation","Spearman","OID30817",-0.393188854489164,18,0.107483216044424,0.13483172323795,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q9BV20","MRI1","Methylthioribose-1-phosphate isomerase",NA,"23340-37","OID30891",0.496206277386093,78,NA,NA,"Weak correlation","Spearman","OID30891",-0.0303030303030303,10,0.945709808351989,0.956726141244978,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q9Y4C0","NRXN3","Neurexin-3",NA,"16323-8","OID30901",-0.0310954867916893,78,NA,NA,"No correlation","Spearman","OID30901",-0.0776487663280116,53,0.579497148629805,0.627279272102636,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q96G03","PGM2","Phosphopentomutase",NA,"18330-7","OID30904",0.0498868220387208,78,NA,NA,"No correlation","Spearman","OID30904",0.215245215234093,88,0.0440114831162595,0.057845127401929,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q16401","PSMD5","26S proteasome non-ATPase regulatory subunit 5",NA,"10716-35","OID30918",-0.186814368005151,78,NA,NA,"No correlation","Spearman","OID30918",0.0874094326725906,76,0.451936835843506,0.504186450264148,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P63010","AP2B1","AP-2 complex subunit beta",NA,"24938-7","OID30949",0.240961570075494,78,NA,NA,"No correlation","Spearman","OID30949",0.471620227038184,18,0.0499703595118138,0.0649960090885228,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P52799","EFNB2","Ephrin-B2",NA,"14131-37","OID30954",0.443594380303241,78,NA,NA,"Weak correlation","Spearman","OID30954",0.199787554217934,78,0.0795389301536501,0.101583090660035,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P52799","EFNB2","Ephrin-B2",NA,"8772-5","OID30954",-0.111054907821419,78,NA,NA,"No correlation","Spearman","OID30954",0.199787554217934,78,0.0795389301536501,0.101583090660035,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P10746","UROS","Uroporphyrinogen-III synthase",NA,"11248-43","OID30964",0.186914351471313,78,NA,NA,"No correlation","Spearman","OID30964",0.579091406677613,28,0.00151025829958183,0.00230105481812131,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P04062","GBA1","Lysosomal acid glucosylceramidase",NA,"18331-3","OID30966",0.0893916210371906,78,NA,NA,"No correlation","Spearman","OID30966",0.0186854989257159,88,0.862593909752511,0.888566171633745,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P04062","GBA1","Lysosomal acid glucosylceramidase",NA,"26119-5","OID30966",0.147334610548163,78,NA,NA,"No correlation","Spearman","OID30966",0.0186854989257159,88,0.862593909752511,0.888566171633745,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q15102","PAFAH1B3","Platelet-activating factor acetylhydrolase IB subunit alpha1",NA,"12374-8","OID30998",0.1754459176676,78,NA,NA,"No correlation","Spearman","OID30998",-0.175889328063241,23,0.420344348738053,0.471738339687139,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O43665","RGS10","Regulator of G-protein signaling 10",NA,"11634-32","OID30999",0.91901769116959,78,NA,NA,"Strong correlation","Spearman","OID30999",0.652918178295939,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O95467","GNAS","Neuroendocrine secretory protein 55",NA,"5757-45","OID31008",0.133678985829114,78,NA,NA,"No correlation","Spearman","OID31008",0,33,1,1,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q96A00","PPP1R14A","Protein phosphatase 1 regulatory subunit 14A",NA,"19117-3","OID31011",0.777412460956765,78,NA,NA,"Strong correlation","Spearman","OID31011",0.843607139129527,66,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q86YD3","TMEM25","Transmembrane protein 25",NA,"9014-18","OID31015",-0.179986848442525,78,NA,NA,"No correlation","Spearman","OID31015",-0.00520788867070776,52,0.970904423295577,0.976091802226809,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q9NPG4","PCDH12","Protocadherin-12",NA,"21704-8","OID31045",0.00762528610629876,78,NA,NA,"No correlation","Spearman","OID31045",0.619386425275616,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P04439","HLA-A","HLA class I histocompatibility antigen, A alpha chain",NA,"33559-56","OID31048",0.248043096144362,78,NA,NA,"No correlation","Spearman","OID31048",0.181578947368421,39,0.267547263784986,0.31236903910367,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q96HC4","PDLIM5","PDZ and LIM domain protein 5",NA,"23703-8","OID31063",0.904070612931372,78,NA,NA,"Strong correlation","Spearman","OID31063",0.417343243758338,54,0.00184284094926374,0.00278896438568199,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q92859","NEO1","Neogenin",NA,"8900-28","OID31066",0.348959255418701,78,NA,NA,"Weak correlation","Spearman","OID31066",0.296584274819314,88,0.00501837679830009,0.00723261344064912,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","O15240","VGF","Neurosecretory protein VGF",NA,"29593-160","OID31067",-0.009041877174095,78,NA,NA,"No correlation","Spearman","OID31067",0.700316820276498,63,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","P54819","AK2","Adenylate kinase 2, mitochondrial",NA,"11368-32","OID31142",0.896331516584681,78,NA,NA,"Strong correlation","Spearman","OID31142",0.791166214645487,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q9H251","CDH23","Cadherin-23",NA,"25272-17","OID31074",-0.131804903956803,78,NA,NA,"No correlation","Spearman","OID31074",0.339630895420369,76,0.00282071547719307,0.00417377165629224,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q9BQT9","CLSTN3","Calsyntenin-3",NA,"6291-55","OID31092",0.136750191268375,78,NA,NA,"No correlation","Spearman","OID31092",0.517482517482518,12,0.0886508785755338,0.112330911236563,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q15256","PTPRR","Receptor-type tyrosine-protein phosphatase R",NA,"6361-49","OID31099",0.185219843447691,78,NA,NA,"No correlation","Spearman","OID31099",-0.316666666666667,9,0.410080467372134,0.461596059484685,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q6UX71","PLXDC2","Plexin domain-containing protein 2",NA,"10576-7","OID31101",0.496316950887846,78,NA,NA,"Weak correlation","Spearman","OID31101",0.420802366947272,88,5.24168569661888e-05,9.09041958753105e-05,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q6UX71","PLXDC2","Plexin domain-containing protein 2",NA,"11342-59","OID31101",0.0193355843100906,78,NA,NA,"No correlation","Spearman","OID31101",0.420802366947272,88,5.24168569661888e-05,9.09041958753105e-05,"Weak correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q9ULA0","DNPEP","Aspartyl aminopeptidase",NA,"25037-4","OID31118",0.365105559672694,78,NA,NA,"Weak correlation","Spearman","OID31118",0.124805339265851,30,0.509537155787013,0.56178461805033,"No correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","A8MVW5","HEPACAM2","HEPACAM family member 2",NA,"6568-18","OID31151",-0.0285410791739906,78,NA,NA,"No correlation","Spearman","OID31151",0.56587716081387,78,1.1903697344586e-07,2.54531710265864e-07,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","A8MVW5","HEPACAM2","HEPACAM family member 2",NA,"9116-28","OID31151",-0.0974089201937303,78,NA,NA,"No correlation","Spearman","OID31151",0.56587716081387,78,1.1903697344586e-07,2.54531710265864e-07,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q07817","BCL2L1","Bcl-2-like protein 1",NA,"4423-77","OID31152",0.642408224686706,78,NA,NA,"Moderate correlation","Spearman","OID31152",0.55,9,0.132776675485009,0.164189339126588,"Moderate correlation","Spearman"
"Kirsher et al. (Olink 3K - SomaScan 11K)","Q07960","ARHGAP1","Rho GTPase-activating protein 1",NA,"11955-1","OID21202",0.352571479153758,78,NA,NA,"Weak correlation","Spearman","OID21202",0.613838892606812,88,0,0,"Moderate correlation","Spearman"
