"Study","UniProt","Gene.Name","Description","SomaID","SomaScan.SeqID","Correlation_Previous.study","N_Previous.study","P.value_Previous.study","Adj.p.value_Previous.study","Cor.interval_Previous.study","Cor.method_Previous.study","OlinkID_Sissala","Correlation_Sissala","N_Sissala","P.value_Sissala","Adj.p.value_Sissala","Cor.interval_Sissala","Cor.method_Sissala"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8N423","LILRB2","Leukocyte immunoglobulin-like receptor subfamily B member 2",NA,"5091-28",0.581835885633354,78,NA,NA,"Moderate correlation","Spearman","OID20301",0.763296850998464,63,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8N423","LILRB2","Leukocyte immunoglobulin-like receptor subfamily B member 2",NA,"5633-65",0.335828823146228,78,NA,NA,"Weak correlation","Spearman","OID20301",0.763296850998464,63,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8N6C8","LILRA3","Leukocyte immunoglobulin-like receptor subfamily A member 3",NA,"6391-52",0.854093275145907,78,NA,NA,"Strong correlation","Spearman","OID30376",0.907576344616252,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8N6Q3","CD177","CD177 antigen",NA,"13116-25",0.734765234765235,78,NA,NA,"Strong correlation","Spearman","OID21119",0.780701754385965,19,0.000118321962436041,0.000199084196110716,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NBJ7","SUMF2","Inactive C-alpha-formylglycine-generating enzyme 2",NA,"6069-71",-0.157677765272702,78,NA,NA,"No correlation","Spearman","OID21032",0.303921568627451,17,0.235017254877754,0.277256510717852,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NBP7","PCSK9","Proprotein convertase subtilisin/kexin type 9",NA,"5231-79",0.800174509035268,78,NA,NA,"Strong correlation","Spearman","OID20235",0.703583033233516,88,2.09733232315945e-14,5.83223692819464e-14,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NBP7","PCSK9","Proprotein convertase subtilisin/kexin type 9",NA,"8246-9",0.797063695797873,78,NA,NA,"Strong correlation","Spearman","OID20235",0.703583033233516,88,2.09733232315945e-14,5.83223692819464e-14,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NBS9","TXNDC5","Thioredoxin domain-containing protein 5",NA,"11212-7",0.530241909988745,78,NA,NA,"Moderate correlation","Spearman","OID21012",0.559913352823078,88,2.52728281099109e-08,5.70660458721789e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NFP4","MDGA1","MAM domain-containing glycosylphosphatidylinositol anchor protein 1",NA,"16900-29",0.478129485532976,78,NA,NA,"Weak correlation","Spearman","OID20951",-0.153846153846154,12,0.635139955377586,0.679690056513075,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NFT8","DNER","Delta and Notch-like epidermal growth factor-related receptor",NA,"11442-1",-0.0799074343378141,78,NA,NA,"No correlation","Spearman","OID20712",0.66859409247469,66,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NFT8","DNER","Delta and Notch-like epidermal growth factor-related receptor",NA,"9769-48",0.309804119930702,78,NA,NA,"Weak correlation","Spearman","OID20712",0.66859409247469,66,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NHJ6","LILRB4","Leukocyte immunoglobulin-like receptor subfamily B member 4",NA,"6453-70",0.0366539396141175,78,NA,NA,"No correlation","Spearman","OID20429",0.647058823529412,17,0.00614734732860805,0.00875202412862357,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8NHL6","LILRB1","Leukocyte immunoglobulin-like receptor subfamily B member 1",NA,"5090-49",-0.0897962796696974,78,NA,NA,"No correlation","Spearman","OID20323",0.328237821844951,88,0.00188829833014926,0.00285011873628143,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TCD5","NT5C","5'(3')-deoxyribonucleotidase, cytosolic type",NA,"12560-9",0.00749883028364041,78,NA,NA,"No correlation","Spearman","OID30294",0.0906862745098039,17,0.72970303386179,0.766681847148101,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TCZ2","CD99L2","CD99 antigen-like protein 2",NA,"10539-30",0.17192118226601,78,NA,NA,"No correlation","Spearman","OID21122",0.39169102884717,88,0.000180554960067135,0.000298895234480638,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TDL5","BPIFB1","BPI fold-containing family B member 1",NA,"11246-3",0.494530785670026,78,NA,NA,"Weak correlation","Spearman","OID20308",0.906185058645345,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TDL5","BPIFB1","BPI fold-containing family B member 1",NA,"15367-38",0.398677272094993,78,NA,NA,"Weak correlation","Spearman","OID20308",0.906185058645345,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TDQ0","HAVCR2","Hepatitis A virus cellular receptor 2",NA,"11481-25",0.16658025518785,78,NA,NA,"No correlation","Spearman","OID21137",0.735714285714286,64,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TDQ0","HAVCR2","Hepatitis A virus cellular receptor 2",NA,"5134-52",0.239039441571087,78,NA,NA,"No correlation","Spearman","OID21137",0.735714285714286,64,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TDQ0","HAVCR2","Hepatitis A virus cellular receptor 2",NA,"7152-5",0.112381289596479,78,NA,NA,"No correlation","Spearman","OID21137",0.735714285714286,64,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TDY8","IGDCC4","Immunoglobulin superfamily DCC subclass member 4",NA,"9793-145",0.788128252322006,78,NA,NA,"Strong correlation","Spearman","OID30402",0.708158871475249,88,1.19821445667546e-14,3.35678442081042e-14,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TEA8","DTD1","D-aminoacyl-tRNA deacylase 1",NA,"19194-9",0.859659328013758,78,NA,NA,"Strong correlation","Spearman","OID30580",0.846204428482909,78,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TEU8","WFIKKN2","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",NA,"13408-23",0.673870433364104,78,NA,NA,"Moderate correlation","Spearman","OID20785",0.500205058099795,76,5.70764565749019e-06,1.04950031715088e-05,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8TEU8","WFIKKN2","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",NA,"3235-50",0.621163646480102,78,NA,NA,"Moderate correlation","Spearman","OID20785",0.500205058099795,76,5.70764565749019e-06,1.04950031715088e-05,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8WVQ1","CANT1","Soluble calcium-activated nucleotidase 1",NA,"6480-1",0.0823606772973861,78,NA,NA,"No correlation","Spearman","OID20181",0.0850093339438555,88,0.430284363742552,0.481935562167997,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8WWQ8","STAB2","Stabilin-2",NA,"3399-31",0.00122662147978604,78,NA,NA,"No correlation","Spearman","OID30401",0.374132647670036,88,0.000362028610045402,0.000583067476093094,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8WWV6","FCAMR","High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor",NA,"9568-289",0.0177670430834988,78,NA,NA,"No correlation","Spearman","OID30332",0.81311363442329,52,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8WXD2","SCG3","Secretogranin-3",NA,"7957-2",0.796077340381138,78,NA,NA,"Strong correlation","Spearman","OID20728",0.734986439364588,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8WZ42","TTN","Titin",NA,"11352-42",0.232343159273574,78,NA,NA,"No correlation","Spearman","OID30108",0.631297686055533,66,1.32487987745956e-08,3.0464142192502e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8WZ75","ROBO4","Roundabout homolog 4",NA,"16297-14",-0.16176331114343,78,NA,NA,"No correlation","Spearman","OID30226",0.406185058645345,88,9.88475571346543e-05,0.000167314680667203,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8WZ75","ROBO4","Roundabout homolog 4",NA,"9232-1",0.704523324776489,78,NA,NA,"Strong correlation","Spearman","OID30226",0.406185058645345,88,9.88475571346543e-05,0.000167314680667203,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92484","SMPDL3A","Acid sphingomyelinase-like phosphodiesterase 3a",NA,"14086-11",0.715554796830125,78,NA,NA,"Strong correlation","Spearman","OID20676",0.926596456623578,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92484","SMPDL3A","Acid sphingomyelinase-like phosphodiesterase 3a",NA,"4771-10",0.483630293756876,78,NA,NA,"Weak correlation","Spearman","OID20676",0.926596456623578,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92496","CFHR4","Complement factor H-related protein 4",NA,"6471-53",0.84273953894207,78,NA,NA,"Strong correlation","Spearman","OID30758",0.942129548096228,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92520","FAM3C","Protein FAM3C",NA,"20520-14",0.0417177758949911,78,NA,NA,"No correlation","Spearman","OID20233",0.738772850551231,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92619","ARHGAP45","Rho GTPase-activating protein 45",NA,"13544-9",0.82834886632355,78,NA,NA,"Strong correlation","Spearman","OID30653",0.485714285714286,14,0.080916111294897,0.102992434782344,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92692","NECTIN2","Nectin-2",NA,"6245-4",0.00894042666194565,78,NA,NA,"No correlation","Spearman","OID20222",0.133284625821939,66,0.28527376691604,0.33033239266483,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92820","GGH","Gamma-glutamyl hydrolase",NA,"9370-69",0.634542672517356,78,NA,NA,"Moderate correlation","Spearman","OID20416",0.753478214927266,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92823","NRCAM","Neuronal cell adhesion molecule",NA,"5109-24",0.376547503129782,78,NA,NA,"Weak correlation","Spearman","OID20229",0.65094572223592,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92832","NELL1","Protein kinase C-binding protein NELL1",NA,"6544-33",0.526734693877551,78,NA,NA,"Moderate correlation","Spearman","OID21494",0.478787878787879,10,0.166058037179348,0.201807883719574,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92854","SEMA4D","Semaphorin-4D",NA,"5737-61",0.440635314053035,78,NA,NA,"Weak correlation","Spearman","OID21020",0.470501215173823,88,4.89477564855936e-06,9.04451997908923e-06,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92859","NEO1","Neogenin",NA,"8900-28",0.271032764703651,78,NA,NA,"No correlation","Spearman","OID31066",0.296584274819314,88,0.00501837679830009,0.00723261344064912,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q92876","KLK6","Kallikrein-6",NA,"3450-4",-0.181704371577789,78,NA,NA,"No correlation","Spearman","OID21526",0.505021419739229,88,5.22719659187551e-07,1.05196166706372e-06,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q93091","RNASE6","Ribonuclease K6",NA,"5646-20",0.403710213836796,78,NA,NA,"Weak correlation","Spearman","OID30689",0.447949065859514,66,0.000189277599359881,0.00031196264186468,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q969H8","MYDGF","Myeloid-derived growth factor",NA,"9248-36",0.392000404658632,78,NA,NA,"Weak correlation","Spearman","OID30313",0.876915219611849,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q969P0","IGSF8","Immunoglobulin superfamily member 8",NA,"6984-6",0.0378305904621694,78,NA,NA,"No correlation","Spearman","OID20167",0.0952380952380952,8,0.840128968253968,0.867006951699022,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96A00","PPP1R14A","Protein phosphatase 1 regulatory subunit 14A",NA,"19117-3",0.639423867271968,78,NA,NA,"Moderate correlation","Spearman","OID31011",0.843607139129527,66,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96AP7","ESAM","Endothelial cell-selective adhesion molecule",NA,"20536-11",0.587273486007663,78,NA,NA,"Moderate correlation","Spearman","OID20270",0.588992061715677,88,1.57856464264046e-09,3.88278754148383e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96AP7","ESAM","Endothelial cell-selective adhesion molecule",NA,"2981-9",0.624957321159853,78,NA,NA,"Moderate correlation","Spearman","OID20270",0.588992061715677,88,1.57856464264046e-09,3.88278754148383e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96AP7","ESAM","Endothelial cell-selective adhesion molecule",NA,"7841-84",0.653055804954539,78,NA,NA,"Moderate correlation","Spearman","OID20270",0.588992061715677,88,1.57856464264046e-09,3.88278754148383e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96B86","RGMA","Repulsive guidance molecule A",NA,"5483-1",0.476042944397375,78,NA,NA,"Weak correlation","Spearman","OID21065",0.68542848085661,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96C24","SYTL4","Synaptotagmin-like protein 4",NA,"11563-51",0.0454355770811467,78,NA,NA,"No correlation","Spearman","OID30339",0.651012145748988,39,1.19944797778132e-05,2.14608045469906e-05,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96C24","SYTL4","Synaptotagmin-like protein 4",NA,"9090-9",0.790487993019638,78,NA,NA,"Strong correlation","Spearman","OID30339",0.651012145748988,39,1.19944797778132e-05,2.14608045469906e-05,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96F46","IL17RA","Interleukin-17 receptor A",NA,"2992-59",0.63597027972028,78,NA,NA,"Moderate correlation","Spearman","OID21089",0.783333333333333,9,0.0172233245149912,0.0234278715390663,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96G03","PGM2","Phosphopentomutase",NA,"18330-7",0.387614838427799,78,NA,NA,"Weak correlation","Spearman","OID30904",0.215245215234093,88,0.0440114831162595,0.057845127401929,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96GG9","DCUN1D1","DCN1-like protein 1",NA,"17366-6",0.00210526315789474,78,NA,NA,"No correlation","Spearman","OID30830",0.227125506072874,39,0.163926467825369,0.19943209286082,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96GP6","SCARF2","Scavenger receptor class F member 2",NA,"8956-96",0.267853967673686,78,NA,NA,"No correlation","Spearman","OID21048",0.498989898989899,54,0.000150220397563947,0.000251257524221771,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96GP6","SCARF2","Scavenger receptor class F member 2",NA,"9925-56",-0.0709393381194196,78,NA,NA,"No correlation","Spearman","OID21048",0.498989898989899,54,0.000150220397563947,0.000251257524221771,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96H15","TIMD4","T-cell immunoglobulin and mucin domain-containing protein 4",NA,"15449-33",0.397668139894264,78,NA,NA,"Weak correlation","Spearman","OID20375",0.887045573630404,88,1.31110685746803e-30,4.14632952963981e-30,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96HC4","PDLIM5","PDZ and LIM domain protein 5",NA,"23703-8",0.725666738324966,78,NA,NA,"Strong correlation","Spearman","OID31063",0.417343243758338,54,0.00184284094926374,0.00278896438568199,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96I82","KAZALD1","Kazal-type serine protease inhibitor domain-containing protein 1",NA,"7144-234",0.103582389492437,78,NA,NA,"No correlation","Spearman","OID21339",0.608791208791209,14,0.0236548803059208,0.0319836645094425,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96IU4","ABHD14B","Putative protein-lysine deacylase ABHD14B",NA,"19325-21",0.201985457103191,78,NA,NA,"No correlation","Spearman","OID20921",0.584322496565813,88,3.69383556340337e-09,8.87306457677106e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96IY4","CPB2","Carboxypeptidase B2",NA,"3518-54",0.375207071409603,78,NA,NA,"Weak correlation","Spearman","OID30734",0.459282871332465,88,8.61565425256535e-06,1.5563317841834e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96J42","TXNDC15","Thioredoxin domain-containing protein 15",NA,"6366-38",0.122042514447578,78,NA,NA,"No correlation","Spearman","OID21495",0.631203550420908,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96J84","KIRREL1","Kin of IRRE-like protein 1",NA,"22563-4",0.29972863793344,78,NA,NA,"No correlation","Spearman","OID30806",-0.266165413533835,20,0.255590866902042,0.299960591197927,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96KG7","MEGF10","Multiple epidermal growth factor-like domains protein 10",NA,"11168-3",-0.21937833533204,78,NA,NA,"No correlation","Spearman","OID20746",0.745729280405763,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96KN2","CNDP1","Beta-Ala-His dipeptidase",NA,"5456-59",0.877337852021396,78,NA,NA,"Strong correlation","Spearman","OID20347",0.878183227079004,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96KN2","CNDP1","Beta-Ala-His dipeptidase",NA,"7870-8",0.882471958421325,78,NA,NA,"Strong correlation","Spearman","OID20347",0.878183227079004,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96MK3","FAM20A","Pseudokinase FAM20A",NA,"6433-57",0.331986570313357,78,NA,NA,"Weak correlation","Spearman","OID30348",0.720706917282342,88,2.43893132838923e-15,6.86671688217316e-15,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96NA2","RILP","Rab-interacting lysosomal protein",NA,"24244-81",0.275413064886749,78,NA,NA,"No correlation","Spearman","OID21436",0.613777526821005,22,0.00291173705627781,0.00430281562374037,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96PD5","PGLYRP2","N-acetylmuramoyl-L-alanine amidase",NA,"5601-2",0.313521921116858,78,NA,NA,"Weak correlation","Spearman","OID30742",0.752897044838153,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q96RD9","FCRL5","Fc receptor-like protein 5",NA,"6103-70",0.0649105946079873,78,NA,NA,"No correlation","Spearman","OID21111",0.850234229157127,88,0,0,"Strong correlation","Spearman"
