"UniProt","Gene.Name","OlinkID","Description","SomaScan.SeqID","Correlation_Sissala","P.value_Sissala","Adj.p.value_Sissala","N_Sissala","Correlation_Eldjarn","P.value_Eldjarn","cis.pQTL.olink_Eldjarn","cis.pQTL.soma_Eldjarn","confidence.tier_Eldjarn","cis.pQTL.platform_Eldjarn","High.corr.in.both.studies"
"Q969P0","IGSF8","OID20167","Immunoglobulin superfamily member 8","6984_6",0.0952380952380952,0.840128968253968,0.867006951699022,8,-0.1,"1.604077180571E-4","Y","Y","2","Both",FALSE
"O14579","COPE","OID20797","Coatomer subunit epsilon","19310_81",-0.00490196078431373,0.988686983859535,0.990441530414743,17,-0.01,"0.61717155760738396","N","N","3","None",FALSE
"Q9UJ70","NAGK","OID30271","N-acetyl-D-glucosamine kinase","3894_15",0.0238095238095238,0.976785714285714,0.98025873015873,8,0.69,"1.5432408467412799E-192","Y","Y","1","Both",FALSE
"P30405","PPIF","OID30385","Peptidyl-prolyl cis-trans isomerase F, mitochondrial","5248_68",0.318627450980392,0.212229311904975,0.252676113555088,17,0.34,"3.53394886513608E-37","N","N","3","None",FALSE
"Q10589","BST2","OID21029","Bone marrow stromal antigen 2","8832_55",0.238095238095238,0.582142857142857,0.62833583720295,8,-0.06,"1.5075981063343499E-2","Y","N","3","Olink only",FALSE
"P09341","CXCL1","OID20762","Growth-regulated alpha protein","2985_35",0.119480519480519,0.604778756770743,0.650281158470637,21,0.78,"1.4680679620210301E-294","Y","Y","1","Both",FALSE
"O95866","MPIG6B","OID20779","Megakaryocyte and platelet inhibitory receptor G6b","7065_1",0.35,0.358581349206349,0.406464200054185,9,0.37,"9.2632037139821399E-47","N","Y","3","SomaScan only",FALSE
"O95866","MPIG6B","OID20779","Megakaryocyte and platelet inhibitory receptor G6b","8659_68",0.35,0.358581349206349,0.406464200054185,9,0.05,"7.7507007395181696E-2","N","N","3","None",FALSE
"Q9H4F8","SMOC1","OID21461","SPARC-related modular calcium-binding protein 1","13118_5",0.539393939393939,0.113298067042129,0.141184898113205,10,0.53,"1.95685820671468E-105","Y","Y","1","Both",FALSE
"Q9BQT9","CLSTN3","OID31092","Calsyntenin-3","6291_55",0.517482517482518,0.0886508785755338,0.112330911236563,12,0.14,"5.3188841667861398E-8","Y","N","3","Olink only",FALSE
"P52564","MAP2K6","OID20552","Dual specificity mitogen-activated protein kinase kinase 6","17175_5",0.0424242424242424,0.918633282432669,0.931839151721908,10,0.72,"6.5945901116493004E-228","N","Y","3","SomaScan only",FALSE
"O15400","STX7","OID30560","Syntaxin-7","8274_64",0.769230769230769,0.0052529205777348,0.0075548373659396,12,0.54,"4.8035035264884703E-105","Y","Y","1","Both",FALSE
"Q9P2T1","GMPR2","OID30623","GMP reductase 2","19446_1",0.41958041958042,0.176577010697551,0.212986586621298,12,0.65,"5.6109726348418203E-166","Y","Y","1","Both",FALSE
"P01732","CD8A","OID21018","T-cell surface glycoprotein CD8 alpha chain","15462_28",0.651948051948052,0.00176690886614429,0.00268123670682379,21,0.59,"4.1431138986357998E-136","Y","Y","1","Both",FALSE
"P32321","DCTD","OID30657","Deoxycytidylate deaminase","17756_69",-0.224242424242424,0.536688086753551,0.586564230343426,10,0.72,"4.6581063801398704E-218","Y","Y","1","Both",FALSE
"Q8NFP4","MDGA1","OID20951","MAM domain-containing glycosylphosphatidylinositol anchor protein 1","16900_29",-0.153846153846154,0.635139955377586,0.679690056513075,12,0.84,"0","Y","Y","1","Both",FALSE
"P50995","ANXA11","OID20583","Annexin A11","17513_11",-0.251748251748252,0.430115288763099,0.481935562167997,12,0.56,"4.2053766337473403E-120","Y","Y","1","Both",FALSE
"P06748","NPM1","OID20961","Nucleophosmin","8870_38",-0.111888111888112,0.732775446034506,0.767442930030573,12,-0.17,"5.3979663621231701E-11","N","N","3","None",FALSE
"O60243","HS6ST1","OID21441","Heparan-sulfate 6-O-sulfotransferase 1","5465_32",-0.283333333333333,0.462990520282187,0.514484544683651,9,0.45,"7.5171417037269998E-74","Y","Y","2","Both",FALSE
"P23919","DTYMK","OID30308","Thymidylate kinase","19504_22",0.4,0.291192680776014,0.335808515419939,9,0.7,"2.2456543579356299E-205","Y","Y","1","Both",FALSE
"Q9Y286","SIGLEC7","OID20190","Sialic acid-binding Ig-like lectin 7","2742_68",0.545454545454545,0.0116977521344909,0.0162644854185224,21,0.5,"1.11459338354665E-92","Y","Y","2","Both",FALSE
"Q07817","BCL2L1","OID31152","Bcl-2-like protein 1","4423_77",0.55,0.132776675485009,0.164189339126588,9,0.46,"4.6439335965736301E-77","N","N","3","None",FALSE
"P07954","FH","OID30839","Fumarate hydratase, mitochondrial","13384_110",0.483333333333333,0.193799603174603,0.232271498921579,9,0.02,"0.532743713115998","N","Y","3","SomaScan only",FALSE
"P20333","TNFRSF1B","OID21145","Tumor necrosis factor receptor superfamily member 1B","3152_57",0.916666666666667,0.00131172839506173,0.00201488620139414,9,0.66,"6.7955575159071304E-183","Y","Y","1","Both",FALSE
"P20333","TNFRSF1B","OID21145","Tumor necrosis factor receptor superfamily member 1B","8368_102",0.916666666666667,0.00131172839506173,0.00201488620139414,9,0.69,"2.0732415344360802E-202","Y","Y","1","Both",FALSE
"Q9H3T2","SEMA6C","OID30531","Semaphorin-6C","14597_5",-0.133333333333333,0.743540564373898,0.777275275164936,9,-0.06,"4.0556672529623097E-2","Y","N","3","Olink only",FALSE
"Q9H3T2","SEMA6C","OID30531","Semaphorin-6C","7202_107",-0.133333333333333,0.743540564373898,0.777275275164936,9,0.14,"2.0691242142046301E-7","Y","N","3","Olink only",FALSE
"P56159","GFRA1","OID21457","GDNF family receptor alpha-1","3314_74",-0.041958041958042,0.903738836202369,0.92003710195895,12,0.34,"5.02432346185482E-40","Y","Y","2","Both",FALSE
"Q96F46","IL17RA","OID21089","Interleukin-17 receptor A","2992_59",0.783333333333333,0.0172233245149912,0.0234278715390663,9,0.63,"2.14644204824272E-159","Y","Y","1","Both",FALSE
"P35475","IDUA","OID21468","Alpha-L-iduronidase","3169_70",0.733333333333333,0.0311232363315697,0.0414364785593657,9,0.71,"3.0521225388232399E-224","Y","Y","1","Both",TRUE
"Q01344","IL5RA","OID20601","Interleukin-5 receptor subunit alpha","13686_2",0.496503496503497,0.104092832873526,0.130869497009144,12,0.79,"1.6910723367984E-301","Y","Y","1","Both",FALSE
"P49137","MAPKAPK2","OID31293","MAP kinase-activated protein kinase 2","3820_68",-0.15,0.708068783068783,0.748054498996409,9,0.73,"1.2037712958713299E-236","Y","Y","1","Both",FALSE
"Q9P0K1","ADAM22","OID21001","Disintegrin and metalloproteinase domain-containing protein 22","7933_75",0.447552447552448,0.147205377767155,0.180450457653766,12,0.18,"3.4688050257582702E-12","Y","Y","2","Both",FALSE
