"UniProt","Gene.Name","Description","OlinkID","Assay","Panel","Panel_Lot_Nr","PlateID","Analyzed.MS","Detected.MS","Perc.Missing.MS","Analyzed.Olink","Detected.Olink","Perc.Missing.Olink","Overlapping","Detected.Platform","In.HPA","In.HPA.Plasma","In.HPPP","In.Ref.Plasma.Proteome"
"P16284","PECAM1","Platelet endothelial cell adhesion molecule","OID21131","PECAM1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P15509","CSF2RA","Granulocyte-macrophage colony-stimulating factor receptor subunit alpha","OID20915","CSF2RA","Neurology","B04414","Run122",TRUE,TRUE,15.9090909090909,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q14240","EIF4A2","Eukaryotic initiation factor 4A-II",NA,NA,NA,NA,NA,TRUE,TRUE,54.5454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P60842","EIF4A1","Eukaryotic initiation factor 4A-I",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P20073","ANXA7","Annexin A7",NA,NA,NA,NA,NA,TRUE,TRUE,63.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P32754","HPD","4-hydroxyphenylpyruvate dioxygenase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O60814","H2BC12","Histone H2B type 1-K",NA,NA,NA,NA,NA,TRUE,TRUE,61.3636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,FALSE,FALSE
"Q5JSH3","WDR44","WD repeat-containing protein 44",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9GZP4","PITHD1","PITH domain-containing protein 1","OID31215","PITHD1","Oncology II","B20705","Run123",TRUE,TRUE,15.9090909090909,TRUE,TRUE,29.5454545454545,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9BRX8","PRXL2A","Peroxiredoxin-like 2A",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,FALSE,FALSE
"P0DOY2","IGLC2","Immunoglobulin lambda constant 2","OID30740","IGLC2","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,FALSE,FALSE,FALSE
"P16562","CRISP2","Cysteine-rich secretory protein 2","OID21456","CRISP2","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,75,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9BRN9","TM2D3","TM2 domain-containing protein 3",NA,NA,NA,NA,NA,TRUE,TRUE,85.2272727272727,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,FALSE,FALSE
"Q9HC38-2","GLOD4","Isoform 2 of Glyoxalase domain-containing protein 4",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"Q00013","MPP1","55 kDa erythrocyte membrane protein",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8NI22","MCFD2","Multiple coagulation factor deficiency protein 2","OID20171","MCFD2","Cardiometabolic","B04413","Run122",TRUE,TRUE,27.2727272727273,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P19105","MYL12A","Myosin regulatory light chain 12A",NA,NA,NA,NA,NA,TRUE,TRUE,78.4090909090909,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,FALSE,FALSE
"P24844","MYL9","Myosin regulatory light polypeptide 9",NA,NA,NA,NA,NA,TRUE,TRUE,73.8636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P61086","UBE2K","Ubiquitin-conjugating enzyme E2 K",NA,NA,NA,NA,NA,TRUE,TRUE,25,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P07911","UMOD","Uromodulin","OID20237","UMOD","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q6ICL3","TANGO2","Transport and Golgi organization protein 2 homolog",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P0DP23","CALM1","Calmodulin-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P40967","PMEL","Melanocyte protein PMEL",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P13688","CEACAM1","Carcinoembryonic antigen-related cell adhesion molecule 1","OID21528","CEACAM1","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P06731","CEACAM5","Carcinoembryonic antigen-related cell adhesion molecule 5","OID21171","CEACAM5","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,75,TRUE,TRUE,10.2272727272727,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9NPR2","SEMA4B","Semaphorin-4B",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P22528","SPRR1B","Cornifin-B","OID31296","SPRR1B","Oncology II","B20705","Run123",TRUE,TRUE,0,TRUE,TRUE,52.2727272727273,TRUE,"Both",TRUE,FALSE,FALSE,FALSE
"P16157","ANK1","Ankyrin-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P08397","HMBS","Porphobilinogen deaminase","OID21385","HMBS","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"A6NMZ7","COL6A6","Collagen alpha-6(VI) chain",NA,NA,NA,NA,NA,TRUE,TRUE,54.5454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P08133","ANXA6","Annexin A6",NA,NA,NA,NA,NA,TRUE,TRUE,25,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q13421-4","MSLN","Isoform 4 of Mesothelin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"Q92823","NRCAM","Neuronal cell adhesion molecule","OID20229","NRCAM","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q4KMG0","CDON","Cell adhesion molecule-related/down-regulated by oncogenes","OID20754","CDON","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q14982","OPCML","Opioid-binding protein/cell adhesion molecule",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9P121","NTM","Neurotrimin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8WVQ1","CANT1","Soluble calcium-activated nucleotidase 1","OID20181","CANT1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P10451","SPP1","Osteopontin","OID20322","SPP1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9Y279","VSIG4","V-set and immunoglobulin domain-containing protein 4","OID21144","VSIG4","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8IWU5","SULF2","Extracellular sulfatase Sulf-2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8NFY4","SEMA6D","Semaphorin-6D",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9H2E6","SEMA6A","Semaphorin-6A",NA,NA,NA,NA,NA,TRUE,TRUE,39.7727272727273,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q15746","MYLK","Myosin light chain kinase, smooth muscle",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P22392-2","NME2","Isoform 3 of Nucleoside diphosphate kinase B",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"P15531","NME1","Nucleoside diphosphate kinase A","OID30451","NME1","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,98.8636363636364,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01597","IGKV1-39","Immunoglobulin kappa variable 1-39",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P01611","IGKV1D-12","Immunoglobulin kappa variable 1D-12",NA,NA,NA,NA,NA,TRUE,TRUE,54.5454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P27824","CANX","Calnexin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P16112","ACAN","Aggrecan core protein","OID20159","ACAN","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9UN70","PCDHGC3","Protocadherin gamma-C3",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9ULB1","NRXN1","Neurexin-1",NA,NA,NA,NA,NA,TRUE,TRUE,46.5909090909091,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,TRUE,TRUE
"Q9Y4C0","NRXN3","Neurexin-3","OID30901","NRXN3","Neurology II","B20707","Run123",TRUE,TRUE,39.7727272727273,TRUE,TRUE,95.4545454545455,TRUE,"Both",FALSE,FALSE,TRUE,TRUE
"P23141","CES1","Liver carboxylesterase 1","OID20244","CES1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P20701","ITGAL","Integrin alpha-L","OID30537","ITGAL","Inflammation II","B20704","Run123",TRUE,TRUE,15.9090909090909,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P29350","PTPN6","Tyrosine-protein phosphatase non-receptor type 6","OID20717","PTPN6","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q96B86","RGMA","Repulsive guidance molecule A","OID21065","RGMA","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9HBB8","CDHR5","Cadherin-related family member 5","OID20193","CDHR5","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P02545","LMNA","Prelamin-A/C",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q15262","PTPRK","Receptor-type tyrosine-protein phosphatase kappa","OID31461","PTPRK","Oncology II","B20705","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q14242","SELPLG","P-selectin glycoprotein ligand 1","OID20560","SELPLG","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P11940","PABPC1","Polyadenylate-binding protein 1",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P01593","IGKV1D-33","Immunoglobulin kappa variable 1D-33",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9UEW3","MARCO","Macrophage receptor MARCO","OID20210","MARCO","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q92542","NCSTN","Nicastrin",NA,NA,NA,NA,NA,TRUE,TRUE,38.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P51606","RENBP","N-acylglucosamine 2-epimerase",NA,NA,NA,NA,NA,TRUE,TRUE,75,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,FALSE,FALSE
"P14209","CD99","CD99 antigen","OID21110","CD99","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q93009","USP7","Ubiquitin carboxyl-terminal hydrolase 7",NA,NA,NA,NA,NA,TRUE,TRUE,63.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P29279","CCN2","CCN family member 2","OID20709","CCN2","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P28062","PSMB8","Proteasome subunit beta type-8",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q7Z5N4","SDK1","Protein sidekick-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q08174","PCDH1","Protocadherin-1","OID20614","PCDH1","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8WWV6","FCAMR","High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor","OID30332","FCAMR","Cardiometabolic II","B20706","Run123",TRUE,TRUE,40.9090909090909,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P62987","UBA52","Ubiquitin-60S ribosomal protein L40",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,FALSE,FALSE
"Q9NQW7","XPNPEP1","Xaa-Pro aminopeptidase 1",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P55083","MFAP4","Microfibril-associated glycoprotein 4","OID30598","MFAP4","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9NTK5","OLA1","Obg-like ATPase 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q13510","ASAH1","Acid ceramidase","OID30415","ASAH1","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,7.95454545454545,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O00264","PGRMC1","Membrane-associated progesterone receptor component 1",NA,NA,NA,NA,NA,TRUE,TRUE,38.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8NCW5","NAXE","NAD(P)H-hydrate epimerase",NA,NA,NA,NA,NA,TRUE,TRUE,64.7727272727273,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P13987","CD59","CD59 glycoprotein","OID20339","CD59","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P49588","AARS1","Alanine--tRNA ligase, cytoplasmic",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O00429","DNM1L","Dynamin-1-like protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q15084","PDIA6","Protein disulfide-isomerase A6",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O00748","CES2","Cocaine esterase","OID21366","CES2","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P22455","FGFR4","Fibroblast growth factor receptor 4","OID30646","FGFR4","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8IUI8","CRLF3","Cytokine receptor-like factor 3",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q96PD2","DCBLD2","Discoidin, CUB and LCCL domain-containing protein 2","OID21474","DCBLD2","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9GZN8","C20orf27","UPF0687 protein C20orf27",NA,NA,NA,NA,NA,TRUE,TRUE,29.5454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P0DJD7","PGA4","Pepsin A-4","OID30699","PGA4","Inflammation II","B20704","Run123",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,FALSE,FALSE,FALSE
"P13611","VCAN","Versican core protein","OID21026","VCAN","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P55285","CDH6","Cadherin-6","OID20157","CDH6","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9ULV4","CORO1C","Coronin-1C",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P09417","QDPR","Dihydropteridine reductase","OID20174","QDPR","Cardiometabolic","B04413","Run122",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q16787","LAMA3","Laminin subunit alpha-3",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q03405","PLAUR","Urokinase plasminogen activator surface receptor","OID20764","PLAUR","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P50502","ST13","Hsc70-interacting protein","OID30624","ST13","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,FALSE,FALSE,FALSE
"Q12931","TRAP1","Heat shock protein 75 kDa, mitochondrial",NA,NA,NA,NA,NA,TRUE,TRUE,36.3636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O43852","CALU","Calumenin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P14868","DARS1","Aspartate--tRNA ligase, cytoplasmic","OID20903","DARS1","Neurology","B04414","Run122",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O00754","MAN2B1","Lysosomal alpha-mannosidase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P68402","PAFAH1B2","Platelet-activating factor acetylhydrolase IB subunit alpha2",NA,NA,NA,NA,NA,TRUE,TRUE,25,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q14393","GAS6","Growth arrest-specific protein 6","OID20318","GAS6","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P17858","PFKL","ATP-dependent 6-phosphofructokinase, liver type",NA,NA,NA,NA,NA,TRUE,TRUE,54.5454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9Y2G1","MYRF","Myelin regulatory factor",NA,NA,NA,NA,NA,TRUE,TRUE,11.3636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P42357","HAL","Histidine ammonia-lyase",NA,NA,NA,NA,NA,TRUE,TRUE,76.1363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q14112","NID2","Nidogen-2","OID21085","NID2","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P07093","SERPINE2","Glia-derived nexin","OID30359","SERPINE2","Cardiometabolic II","B20706","Run123",TRUE,TRUE,27.2727272727273,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P30085","CMPK1","UMP-CMP kinase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O43665","RGS10","Regulator of G-protein signaling 10","OID30999","RGS10","Neurology II","B20707","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P61019","RAB2A","Ras-related protein Rab-2A",NA,NA,NA,NA,NA,TRUE,TRUE,50,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P17405","SMPD1","Sphingomyelin phosphodiesterase","OID21028","SMPD1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P78324","SIRPA","Tyrosine-protein phosphatase non-receptor type substrate 1","OID20304","SIRPA","Cardiometabolic","B04413","Run122",TRUE,TRUE,27.2727272727273,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"A0A0B4J2D9","IGKV1D-13","Immunoglobulin kappa variable 1D-13",NA,NA,NA,NA,NA,TRUE,TRUE,9.09090909090909,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"Q9GZM7","TINAGL1","Tubulointerstitial nephritis antigen-like","OID20180","TINAGL1","Cardiometabolic","B04413","Run122",TRUE,TRUE,73.8636363636364,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q16769","QPCT","Glutaminyl-peptide cyclotransferase","OID20320","QPCT","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9Y4E8","USP15","Ubiquitin carboxyl-terminal hydrolase 15",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P06730","EIF4E","Eukaryotic translation initiation factor 4E","OID30557","EIF4E","Inflammation II","B20704","Run123",TRUE,TRUE,29.5454545454545,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9UHB6","LIMA1","LIM domain and actin-binding protein 1",NA,NA,NA,NA,NA,TRUE,TRUE,85.2272727272727,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P07355","ANXA2","Annexin A2","OID30263","ANXA2","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P05019","IGF1","Insulin-like growth factor I",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8WZA0","LZIC","Protein LZIC",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P60660","MYL6","Myosin light polypeptide 6",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P30530","AXL","Tyrosine-protein kinase receptor UFO","OID20363","AXL","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P50053","KHK","Ketohexokinase","OID30241","KHK","Cardiometabolic II","B20706","Run123",TRUE,TRUE,63.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P15153","RAC2","Ras-related C3 botulinum toxin substrate 2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P31948","STIP1","Stress-induced-phosphoprotein 1","OID21077","STIP1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8N307","MUC20","Mucin-20",NA,NA,NA,NA,NA,TRUE,TRUE,27.2727272727273,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O43768","ENSA","Alpha-endosulfine","OID31355","ENSA","Oncology II","B20705","Run123",TRUE,TRUE,27.2727272727273,TRUE,TRUE,39.7727272727273,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8TCZ2","CD99L2","CD99 antigen-like protein 2","OID21122","CD99L2","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q6SJ93","FAM111B","Serine protease FAM111B",NA,NA,NA,NA,NA,TRUE,TRUE,72.7272727272727,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,FALSE,FALSE
"P63010","AP2B1","AP-2 complex subunit beta","OID30949","AP2B1","Neurology II","B20707","Run123",TRUE,TRUE,79.5454545454545,TRUE,TRUE,51.1363636363636,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q10567","AP1B1","AP-1 complex subunit beta-1",NA,NA,NA,NA,NA,TRUE,TRUE,76.1363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P55957","BID","BH3-interacting domain death agonist","OID20517","BID","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,88.6363636363636,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
