biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
Q08752,Q08752,,C,,canonical,0.999,0.000,302,0.286,7,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Peptidyl-prolyl cis-trans isomerase D isoform Iso 1 \GName=PPID \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=370 \SV=3 \EV=205 \PE=1 \ModResPsi=(5|MOD:00046|O-phospho-L-serine)(14|MOD:00046|O-phospho-L-serine)(168|MOD:00064|N6-acetyl-L-lysin,Homo sapiens
Q08629,Q08629,,C,,canonical,0.999,0.000,3,0.003,2,,,,,,,,,Q08629,2212,4,,,,nP20K \PName=Testican-1 isoform Iso 1 \GName=SPOCK1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=439 \SV=1 \EV=180 \PE=1 \ModResPsi=(86|MOD:00798|half cystine)(97|MOD:00798|half cystine)(91|MOD:00798|half cystine)(107|MOD:00798|half cystine)(136|MOD:0079,Homo sapiens
Q08623,Q08623,,C,,canonical,0.999,0.000,43,0.098,8,,,,,,,,,Q08623,2211,14,,,,nP20K \PName=Pseudouridine-5'-phosphatase isoform Iso 1 \GName=PUDP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=228 \SV=3 \EV=174 \PE=1 \ModResPsi=(119|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|V)(3|T)(3|V)(4|L)(4|S)(5|L)(5|Q)(5|R)(5|S)(8|F)(9|I)(,Homo sapiens
Q08554,Q08554,,C,,canonical,1.000,0.000,3035,1.435,86,,,,,,,,,Q08554,2210,26,,,,nP20K \PName=Desmocollin-1 isoform 1A \GName=DSC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=894 \SV=2 \EV=187 \PE=1 \ModResPsi=(385|MOD:00047|O-phospho-L-threonine) \ModRes=(165||N-linked (GlcNAc...) asparagine)(546||N-linked (GlcNAc...) asparagine) \,Homo sapiens
Q08495,Q08495,,C,,canonical,1.000,0.000,599,0.618,42,,,,,,,,,Q08495,2209,18,,,,nP20K \PName=Dematin isoform Iso 1 \GName=DMTN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=405 \SV=3 \EV=212 \PE=1 \ModResPsi=(10|MOD:00047|O-phospho-L-threonine)(11|MOD:00046|O-phospho-L-serine)(14|MOD:00046|O-phospho-L-serine)(16|MOD:00046|O-phospho-L,Homo sapiens
Q08431,Q08431,,C,,canonical,0.999,0.000,11,0.010,4,,,,,,,,,Q08431,2208,36,,,,nP20K \PName=Lactadherin isoform Iso 1 \GName=MFGE8 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=387 \SV=3 \EV=196 \PE=1 \ModResPsi=(27|MOD:00798|half cystine)(38|MOD:00798|half cystine)(32|MOD:00798|half cystine)(55|MOD:00798|half cystine)(42|MOD:00046|,Homo sapiens
Q08397,Q08397,,C,,canonical,0.999,0.000,70,0.057,18,,,,,,,,,Q08397,2206,13,,,,nP20K \PName=Lysyl oxidase homolog 1 isoform Iso 1 \GName=LOXL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=574 \SV=2 \EV=182 \PE=1 \ModResPsi=(395|MOD:00798|half cystine)(401|MOD:00798|half cystine)(448|MOD:00798|half cystine)(497|MOD:00798|half cystin,Homo sapiens
Q08380,Q08380,,C,,canonical,1.000,0.000,129738,98.179,225,,,,,,,,,Q08380,2205,27,,,,nP20K \PName=Galectin-3-binding protein isoform Iso 1 \GName=LGALS3BP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=585 \SV=1 \EV=196 \PE=1 \ModResPsi=(49|MOD:00798|half cystine)(113|MOD:00798|half cystine)(62|MOD:00798|half cystine)(123|MOD:00798|half cy,Homo sapiens
Q08379,Q08379,,C,,canonical,0.999,0.000,2,0.001,2,,,,,,,,,Q08379,2204,24,,,,nP20K \PName=Golgin subfamily A member 2 isoform Iso 1 \GName=GOLGA2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1002 \SV=3 \EV=201 \PE=1 \ModResPsi=(18|MOD:00783|dimethylated L-arginine)(30|MOD:00783|dimethylated L-arginine)(35|MOD:00783|dimethylated L,Homo sapiens
Q08345,Q08345,,C,,canonical,0.999,0.000,2696,1.457,19,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Epithelial discoidin domain-containing receptor 1 isoform Iso 1 \GName=DDR1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=913 \SV=1 \EV=231 \PE=1 \ModResPsi=(31|MOD:00798|half cystine)(185|MOD:00798|half cystine)(74|MOD:00798|half cystine)(17,Homo sapiens
Q08334,Q08334,,C,,canonical,0.999,0.000,169,0.240,6,,,,,,,,,Q08334,2203,29,,,,nP20K \PName=Interleukin-10 receptor subunit beta isoform Iso 1 \GName=IL10RB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=325 \SV=2 \EV=197 \PE=1 \ModResPsi=(66|MOD:00798|half cystine)(74|MOD:00798|half cystine)(188|MOD:00798|half cystine)(209|MOD:00798,Homo sapiens
Q08257,Q08257,,C,,canonical,1.000,0.000,672,0.803,27,,,,,,,,,Q08257,2201,13,,,,nP20K \PName=Quinone oxidoreductase isoform Iso 1 \GName=CRYZ \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=329 \SV=1 \EV=198 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(23|MOD:00134|N6-glycyl-L-lysine)(23|MOD:00064|N6-acetyl-L-lysine)(26|MOD:00046|,Homo sapiens
Q08211,Q08211,,C,,canonical,0.999,0.000,188,0.064,51,,,,,,,,,Q08211,2200,44,,,,nP20K \PName=ATP-dependent RNA helicase A isoform Iso 1 \GName=DHX9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1270 \SV=4 \EV=232 \PE=1 \ModResPsi=(12|MOD:00235|S-nitrosyl-L-cysteine)(77|MOD:00046|O-phospho-L-serine)(87|MOD:00046|O-phospho-L-serine)(92,Homo sapiens
Q08209,Q08209,,C,,canonical,1.000,0.000,44,0.040,9,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Protein phosphatase 3 catalytic subunit alpha isoform Iso 1 \GName=PPP3CA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=521 \SV=1 \EV=226 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(32|MOD:00134|N6-glycyl-L-lysine)(142|MOD:00134|N6-glycy,Homo sapiens
Q08188,Q08188,,C,,canonical,0.999,0.000,2017,1.117,57,,,,,,,,,Q08188,2199,4,,,,nP20K \PName=Protein-glutamine gamma-glutamyltransferase E isoform Iso 1 \GName=TGM3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=693 \SV=4 \EV=207 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(111|MOD:00048|O4'-phospho-L-tyrosine)(112|MOD:00047|O-ph,Homo sapiens
Q08174,Q08174,,C,,canonical,0.999,0.000,534,0.258,28,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Protocadherin-1 isoform Iso 1 \GName=PCDH1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1060 \SV=2 \EV=182 \PE=1 \ModResPsi=(902|MOD:00046|O-phospho-L-serine)(918|MOD:00046|O-phospho-L-serine)(949|MOD:00046|O-phospho-L-serine)(958|MOD:00048|,Homo sapiens
Q08043,Q08043,,C,,canonical,1.000,0.000,2468,0.983,69,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Alpha-actinin-3 isoform Iso 1 \GName=ACTN3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=901 \SV=2 \EV=195 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(185|MOD:00047|O-phospho-L-threonine)(244|MOD:00047|O-phospho-L-threonine)(319|MOD:,Homo sapiens
Q07960,Q07960,,C,,canonical,1.000,0.000,1137,1.033,46,,,,,,,,,Q07960,2198,25,,,,nP20K \PName=Rho GTPase-activating protein 1 isoform Iso 1 \GName=ARHGAP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=439 \SV=1 \EV=218 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(5|MOD:00046|O-phospho-L-serine)(12|MOD:00047|O-phospho-L-threoni,Homo sapiens
Q07955,Q07955,,C,,canonical,0.999,0.000,52,0.091,10,,,,,,,,,Q07955,2197,22,,,,nP20K \PName=Serine/arginine-rich splicing factor 1 isoform ASF-1 \GName=SRSF1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=248 \SV=2 \EV=249 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(2|MOD:00046|O-phospho-L-serine)(29|MOD:00047|O-phospho-L-threon,Homo sapiens
Q07954,Q07954,,C,,canonical,1.000,0.000,24606,2.347,434,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Prolow-density lipoprotein receptor-related protein 1 isoform Iso 1 \GName=LRP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=4544 \SV=2 \EV=232 \PE=1 \ModResPsi=(27|MOD:00798|half cystine)(40|MOD:00798|half cystine)(34|MOD:00798|half cystine,Homo sapiens
Q07866,Q07866,,C,,canonical,0.999,0.000,7,0.004,5,,,,,,,,,Q07866,2196,66,,,,nP20K \PName=Kinesin light chain 1 isoform A \GName=KLC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=573 \SV=2 \EV=213 \PE=1 \ModResPsi=(162|MOD:00046|O-phospho-L-serine)(418|MOD:00046|O-phospho-L-serine)(444|MOD:00047|O-phospho-L-threonine)(445|MOD:000,Homo sapiens
Q07812,Q07812,,C,,canonical,0.999,0.000,127,0.288,6,,,,,,,,,Q07812,2195,20,,,,nP20K \PName=Apoptosis regulator BAX isoform Alpha \GName=BAX \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=192 \SV=1 \EV=231 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(4|MOD:00046|O-phospho-L-serine)(21|MOD:00134|N6-glycyl-L-lysine)(184|MOD:000,Homo sapiens
Q07666,Q07666,,C,,canonical,0.999,0.000,16,0.024,7,,,,,,,,,Q07666,2194,8,,,,"nP20K \PName=KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform Iso 1 \GName=KHDRBS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=443 \SV=1 \EV=215 \PE=1 \ModResPsi=(15|MOD:00046|O-phospho-L-serine)(18|MOD:00046|O-phospho",Homo sapiens
Q07654,Q07654,,C,,canonical,0.999,0.000,468,2.656,12,,,,,,,,,Q07654,2193,1,,,,nP20K \PName=Trefoil factor 3 isoform Iso 1 \GName=TFF3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=80 \SV=3 \EV=189 \PE=1 \ModResPsi=(32|MOD:00798|half cystine)(58|MOD:00798|half cystine)(42|MOD:00798|half cystine)(57|MOD:00798|half cystine)(52|MOD:007,Homo sapiens
Q07507,Q07507,,C,,canonical,1.000,0.000,466,1.175,12,,,,,,,,,Q07507,2191,1,,,,nP20K \PName=Dermatopontin isoform Iso 1 \GName=DPT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=201 \SV=2 \EV=165 \PE=1 \ModResPsi=(19|MOD:00040|2-pyrrolidone-5-carboxylic acid (Gln))(23|MOD:00048|O4'-phospho-L-tyrosine)(23|MOD:00181|O4'-sulfo-L-tyrosin,Homo sapiens
Q07157,Q07157,,C,,canonical,0.999,0.000,17,0.004,6,,,,,,,,,Q9UDY2,4021,78,,,,nP20K \PName=Tight junction protein ZO-1 isoform Long \GName=TJP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1748 \SV=3 \EV=234 \PE=1 \ModResPsi=(10|MOD:00046|O-phospho-L-serine)(117|MOD:00046|O-phospho-L-serine)(125|MOD:00046|O-phospho-L-serine)(131|M,Homo sapiens
Q07092,Q07092,,C,,canonical,0.999,0.000,207,0.066,16,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Collagen alpha-1(XVI) chain isoform Iso 1 \GName=COL16A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1604 \SV=2 \EV=197 \PE=1 \ModResPsi=(258|MOD:00047|O-phospho-L-threonine)(260|MOD:00046|O-phospho-L-serine)(1361|MOD:00048|O4'-phospho-L-ty,Homo sapiens
Q07075,Q07075,,C,,canonical,1.000,0.000,5382,2.350,97,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Glutamyl aminopeptidase isoform Iso 1 \GName=ENPEP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=957 \SV=3 \EV=200 \PE=1 \ModRes=(98||N-linked (GlcNAc...) asparagine)(124||N-linked (GlcNAc...) asparagine)(197||N-linked (GlcNAc...) asparagine),Homo sapiens
Q07065,Q07065,,C,,canonical,0.999,0.000,84,0.048,24,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Cytoskeleton-associated protein 4 isoform Iso 1 \GName=CKAP4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=602 \SV=2 \EV=173 \PE=1 \ModResPsi=(3|MOD:00046|O-phospho-L-serine)(17|MOD:00046|O-phospho-L-serine)(19|MOD:00046|O-phospho-L-serine)(2,Homo sapiens
Q07021,Q07021,,C,,canonical,0.999,0.000,245,0.397,14,,,,,,,,,Q07021,2190,7,,,,"nP20K \PName=Complement component 1 Q subcomponent-binding protein, mitochondrial isoform Iso 1 \GName=C1QBP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=282 \SV=1 \EV=216 \PE=1 \ModResPsi=(76|MOD:00047|O-phospho-L-threonine)(87|MOD:00046|O-phospho-L-ser",Homo sapiens
Q07020,Q07020,,C,,canonical,0.999,0.000,63,0.204,9,,,,,,,,,Q07020,2189,16,,,,nP20K \PName=60S ribosomal protein L18 isoform Iso 1 \GName=RPL18 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=188 \SV=2 \EV=204 \PE=1 \ModResPsi=(49|MOD:00134|N6-glycyl-L-lysine)(78|MOD:00134|N6-glycyl-L-lysine)(99|MOD:00134|N6-glycyl-L-lysine)(119|MOD:,Homo sapiens
Q06830,Q06830,,C,,canonical,1.000,0.000,8759,14.204,53,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Peroxiredoxin-1 isoform Iso 1 \GName=PRDX1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=199 \SV=1 \EV=234 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(7|MOD:00134|N6-glycyl-L-lysine)(7|MOD:00134|N6-glycyl-L-lysine)(7|MOD:00064|N6-acetyl-,Homo sapiens
Q06828,Q06828,,C,,canonical,0.999,0.000,429,0.573,15,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Fibromodulin isoform Iso 1 \GName=FMOD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=376 \SV=2 \EV=193 \PE=1 \ModResPsi=(19|MOD:00040|2-pyrrolidone-5-carboxylic acid (Gln))(20|MOD:00181|O4'-sulfo-L-tyrosine)(38|MOD:00181|O4'-sulfo-L-tyrosine),Homo sapiens
Q06520,Q06520,,C,,canonical,1.000,0.000,139,0.210,14,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Sulfotransferase 2A1 isoform Iso 1 \GName=SULT2A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=285 \SV=3 \EV=206 \PE=1 \ModResPsi=(251|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|L)(2|W)(4|N)(4|Y)(7|*)(7|G)(10|R)(10|S)(10|V)(14|A)(14|L)(,Homo sapiens
Q06481,Q06481,,C,,canonical,0.999,0.000,815,0.463,39,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Amyloid beta precursor like protein 2 isoform Iso 1 \GName=APLP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=763 \SV=2 \EV=217 \PE=1 \ModResPsi=(56|MOD:00798|half cystine)(80|MOD:00798|half cystine)(91|MOD:00798|half cystine)(133|MOD:00798|,Homo sapiens
Q06418,Q06418,,C,,canonical,0.999,0.000,1341,0.677,13,,,,,,,,,Q06418,2186,7,,,,nP20K \PName=Tyrosine-protein kinase receptor TYRO3 isoform Iso 1 \GName=TYRO3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=890 \SV=1 \EV=209 \PE=1 \ModResPsi=(64|MOD:00798|half cystine)(117|MOD:00798|half cystine)(160|MOD:00798|half cystine)(203|MOD:007,Homo sapiens
Q06323,Q06323,,C,,canonical,1.000,0.000,1077,1.630,30,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Proteasome activator complex subunit 1 isoform Iso 1 \GName=PSME1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=249 \SV=1 \EV=206 \PE=1 \ModResPsi=(13|MOD:00134|N6-glycyl-L-lysine)(24|MOD:00134|N6-glycyl-L-lysine)(35|MOD:00134|N6-glycyl-L-lys,Homo sapiens
Q06278,Q06278,,C,,canonical,0.999,0.000,561,0.179,74,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Aldehyde oxidase isoform Iso 1 \GName=AOX1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1338 \SV=2 \EV=208 \PE=1 \ModResPsi=(197|MOD:00047|O-phospho-L-threonine)(1068|MOD:00046|O-phospho-L-serine) \VariantSimple=(3|L)(3|P)(3|Q)(3|W)(4|E)(4|P,Homo sapiens
Q06265,Q06265,,C,,canonical,0.999,0.000,2,0.002,2,,,,,,,,,Q06265,2185,20,,,,nP20K \PName=Exosome complex component RRP45 isoform Iso 1 \GName=EXOSC9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=439 \SV=3 \EV=206 \PE=1 \ModResPsi=(52|MOD:00134|N6-glycyl-L-lysine)(65|MOD:00046|O-phospho-L-serine)(67|MOD:00134|N6-glycyl-L-lysine)(1,Homo sapiens
Q06210,Q06210,,C,,canonical,0.999,0.000,34,0.018,17,,,,,,,,,Q06210,2184,14,,,,nP20K \PName=Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 isoform Iso 1 \GName=GFPT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=699 \SV=3 \EV=212 \PE=1 \ModResPsi=(25|MOD:00134|N6-glycyl-L-lysine)(48|MOD:00134|N6-glycyl-L-lysine)(10,Homo sapiens
Q06203,Q06203,,C,,canonical,0.999,0.000,3,0.002,2,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Amidophosphoribosyltransferase isoform Iso 1 \GName=PPAT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=517 \SV=1 \EV=198 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(62|MOD:00064|N6-acetyl-L-lysine)(80|MOD:00064|N6-acetyl-L-lysine)(99,Homo sapiens
Q06187,Q06187,,C,,canonical,0.999,0.000,543,0.287,41,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Tyrosine-protein kinase BTK isoform BTK-A \GName=BTK \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=659 \SV=3 \EV=259 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(21|MOD:00046|O-phospho-L-serine)(40|MOD:00048|O4'-phospho-L-tyrosine)(55|MO,Homo sapiens
Q06141,Q06141,,C,,canonical,0.999,0.000,1015,3.292,19,,,,,,,,,Q06141,2183,5,,,,nP20K \PName=Regenerating islet-derived protein 3-alpha isoform Iso 1 \GName=REG3A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=175 \SV=1 \EV=183 \PE=1 \ModResPsi=(40|MOD:00798|half cystine)(51|MOD:00798|half cystine)(68|MOD:00798|half cystine)(171|MOD:0,Homo sapiens
Q06124,Q06124,,C,,canonical,0.999,0.000,60,0.035,17,,,,,,,,,Q06124,2182,33,,,,nP20K \PName=Tyrosine-protein phosphatase non-receptor type 11 isoform Iso 1 \GName=PTPN11 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=593 \SV=3 \EV=253 \PE=1 \ModResPsi=(2|MOD:00061|N-acetyl-L-threonine)(36|MOD:00046|O-phospho-L-serine)(52|MOD:00047|O-,Homo sapiens
Q06033,Q06033,,C,,canonical,1.000,0.000,330534,197.472,621,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Inter-alpha-trypsin inhibitor heavy chain H3 isoform Iso 1 \GName=ITIH3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=890 \SV=2 \EV=167 \PE=1 \ModResPsi=(651|MOD:00224|1-chondroitin sulfate-L-aspartic acid ester) \ModRes=(91||N-linked (GlcNAc,Homo sapiens
Q05707,Q05707,,C,,canonical,1.000,0.000,1653,0.436,103,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Collagen alpha-1(XIV) chain isoform Iso 1 \GName=COL14A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1796 \SV=3 \EV=179 \PE=1 \ModResPsi=(648|MOD:00046|O-phospho-L-serine)(1245|MOD:00046|O-phospho-L-serine)(1467|MOD:00039|4-hydroxy-L-prolin,Homo sapiens
Q05682,Q05682,,C,,canonical,1.000,0.000,3167,2.568,139,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Caldesmon isoform Iso 1 \GName=CALD1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=793 \SV=3 \EV=205 \PE=1 \ModResPsi=(27|MOD:00048|O4'-phospho-L-tyrosine)(58|MOD:00046|O-phospho-L-serine)(73|MOD:00046|O-phospho-L-serine)(81|MOD:00047|O-phosp,Homo sapiens
Q05655,Q05655,,C,,canonical,0.999,0.000,58,0.034,11,,,,,,,,,Q05655,2180,12,,,,nP20K \PName=Protein kinase C delta type isoform Iso 1 \GName=PRKCD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=676 \SV=2 \EV=234 \PE=1 \ModResPsi=(43|MOD:00047|O-phospho-L-threonine)(50|MOD:00047|O-phospho-L-threonine)(64|MOD:00048|O4'-phospho-L-tyrosi,Homo sapiens
Q05639,Q05639,,C,,canonical,1.000,0.000,4188,4.528,54,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=Elongation factor 1-alpha 2 isoform Iso 1 \GName=EEF1A2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=463 \SV=1 \EV=225 \PE=1 \ModResPsi=(2|MOD:01982|N,N,N-trimethylglycine)(36|MOD:00085|N6-methyl-L-lysine)(36|MOD:00084|N6,N6-dimethyl-L-lysin",Homo sapiens
Q05397,Q05397,,C,,canonical,0.999,0.000,12,0.005,7,,,,,,,,,Q05397,2178,144,,,,nP20K \PName=Focal adhesion kinase 1 isoform Iso 1 \GName=PTK2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1052 \SV=2 \EV=251 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(5|MOD:00048|O4'-phospho-L-tyrosine)(13|MOD:00047|O-phospho-L-threonine)(20|MO,Homo sapiens
Q05315,Q05315,,C,,canonical,0.999,0.000,117,0.379,9,,,,,,,,,Q05315,2177,1,,,,nP20K \PName=Galectin-10 isoform Iso 1 \GName=CLC \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=142 \SV=3 \EV=197 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(13|MOD:00046|O-phospho-L-serine)(108|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|A)(4|I),Homo sapiens
Q05209,Q05209,,C,,canonical,0.999,0.000,151,0.076,34,,,,,,,,,Q05209,2176,24,,,,nP20K \PName=Tyrosine-protein phosphatase non-receptor type 12 isoform Iso 1 \GName=PTPN12 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=780 \SV=3 \EV=206 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(19|MOD:00046|O-phospho-L-serine)(81|MOD:00047|O,Homo sapiens
Q05193,Q05193,,C,,canonical,0.999,0.000,51,0.024,18,,,,,,,,,Q7Z7G0,2878,427,,,,nP20K \PName=Dynamin-1 isoform Iso 1 \GName=DNM1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=864 \SV=2 \EV=211 \PE=1 \ModResPsi=(80|MOD:00048|O4'-phospho-L-tyrosine)(125|MOD:00048|O4'-phospho-L-tyrosine)(125|MOD:01786|3'-nitro-L-tyrosine)(306|MOD:00046|,Homo sapiens
Q04941,Q04941,,C,,canonical,0.995,0.000,19,0.072,2,,,,,,,,,Q04941,2175,5,,,,nP20K \PName=Proteolipid protein 2 isoform Iso 1 \GName=PLP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=152 \SV=1 \EV=180 \PE=1 \ModResPsi=(141|MOD:00047|O-phospho-L-threonine) \ModRes=(18||N-linked (GlcNAc...) asparagine)(108||N-linked (GlcNAc...) asp,Homo sapiens
Q04917,Q04917,,C,,canonical,1.000,0.000,5572,7.906,41,,,,,,,,,P63104,2059,117,,,,nP20K \PName=14-3-3 protein eta isoform Iso 1 \GName=YWHAH \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=246 \SV=4 \EV=230 \PE=1 \ModResPsi=(2|MOD:00055|N-acetylglycine)(25|MOD:00046|O-phospho-L-serine)(59|MOD:00046|O-phospho-L-serine)(69|MOD:00064|N6-ace,Homo sapiens
Q04900,Q04900,,C,,canonical,0.999,0.000,3,0.011,3,,,,,,,,,Q04900,2174,28,,,,nP20K \PName=Sialomucin core protein 24 isoform Iso 1 \GName=CD164 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=197 \SV=2 \EV=164 \PE=1 \ModRes=(26||N-linked (GlcNAc...) asparagine)(32||N-linked (GlcNAc...) asparagine)(41||N-linked (GlcNAc...) asparagine,Homo sapiens
Q04837,Q04837,,C,,canonical,0.999,0.000,29,0.073,6,,,,,,,,,Q04837,2173,19,,,,"nP20K \PName=Single-stranded DNA-binding protein, mitochondrial isoform Iso 1 \GName=SSBP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=148 \SV=1 \EV=212 \PE=1 \ModResPsi=(51|MOD:00134|N6-glycyl-L-lysine)(67|MOD:00046|O-phospho-L-serine)(70|MOD:00046|O-p",Homo sapiens
Q04760,Q04760,,C,,canonical,1.000,0.000,322,0.665,18,,,,,,,,,Q04760,2172,14,,,,nP20K \PName=Lactoylglutathione lyase isoform Iso 1 \GName=GLO1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=184 \SV=4 \EV=218 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(19|MOD:00798|half cystine)(20|MOD:00798|half cystine)(44|MOD:00134|N6-glycyl-,Homo sapiens
Q04756,Q04756,,C,,canonical,1.000,0.000,143303,108.445,323,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Hepatocyte growth factor activator isoform Iso 1 \GName=HGFAC \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=655 \SV=1 \EV=201 \PE=1 \ModResPsi=(108|MOD:00798|half cystine)(133|MOD:00798|half cystine)(122|MOD:00798|half cystine)(148|MOD:00798|,Homo sapiens
