"Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","Technical.CV","Analyzed"
"Olink","O14798","TNFRSF10C","Tumor necrosis factor receptor superfamily member 10C","TNFRSF10C","OID20265","Cardiometabolic",7.92307541606356,TRUE
"Olink","O14828",NA,NA,"SCAMP3","OID21332","Oncology",NA,FALSE
"Olink","O14836",NA,NA,"TNFRSF13B","OID20702","Inflammation",NA,FALSE
"Olink","O14841",NA,NA,"OPLAH","OID30201","Cardiometabolic II",5.10556609212022,TRUE
"Olink","O14867",NA,NA,"BACH1","OID20505","Inflammation",NA,FALSE
"Olink","O14879",NA,NA,"IFIT3","OID31283","Oncology II",10.4830838909676,TRUE
"Olink","O14904",NA,NA,"WNT9A","OID20460","Inflammation",NA,FALSE
"Olink","O14917","PCDH17","Protocadherin-17","PCDH17","OID20132","Cardiometabolic",13.3462643420421,TRUE
"Olink","O14933",NA,NA,"UBE2L6","OID30321","Cardiometabolic II",6.60432186985962,TRUE
"Olink","O14944",NA,NA,"EREG","OID20905","Neurology",1.11752917245062,TRUE
"Olink","O14958",NA,NA,"CASQ2","OID30063","Cardiometabolic II",11.0268957768135,TRUE
"Olink","O14960","LECT2","Leukocyte cell-derived chemotaxin-2","LECT2","OID30320","Cardiometabolic II",4.80603668067101,TRUE
"Olink","O14964","HGS","Hepatocyte growth factor-regulated tyrosine kinase substrate","HGS","OID21175","Oncology",NA,FALSE
"Olink","O14967",NA,NA,"CLGN","OID30957","Neurology II",1.61753172484018,TRUE
"Olink","O14974",NA,NA,"PPP1R12A","OID21475","Oncology",NA,FALSE
"Olink","O15013",NA,NA,"ARHGEF10","OID30994","Neurology II",1.99012103990559,TRUE
"Olink","O15018",NA,NA,"PDZD2","OID30151","Cardiometabolic II",17.441870283327,TRUE
"Olink","O15020",NA,NA,"SPTBN2","OID30876","Neurology II",6.36831795958438,TRUE
"Olink","O15031","PLXNB2","Plexin-B2","PLXNB2","OID20317","Cardiometabolic",3.8881918823066,TRUE
"Olink","O15078",NA,NA,"CEP290","OID31287","Oncology II",22.4284572782868,TRUE
"Olink","O15083",NA,NA,"ERC2","OID30880","Neurology II",13.003683936165,TRUE
"Olink","O15116","LSM1","U6 snRNA-associated Sm-like protein LSm1","LSM1","OID21210","Oncology",NA,FALSE
"Olink","O15117",NA,NA,"FYB1","OID21140","Neurology",5.23325496311884,TRUE
"Olink","O15123",NA,NA,"ANGPT2","OID21463","Oncology",NA,FALSE
"Olink","O15164",NA,NA,"TRIM24","OID31271","Oncology II",25.1868122798064,TRUE
"Olink","O15169",NA,NA,"AXIN1","OID20582","Inflammation",NA,FALSE
"Olink","O15182",NA,NA,"CETN3","OID31525","Oncology II",10.9873298131108,TRUE
"Olink","O15197",NA,NA,"EPHB6","OID20982","Neurology",0.27937411601474,TRUE
"Olink","O15211",NA,NA,"RGL2","OID31297","Oncology II",5.38060415527346,TRUE
"Olink","O15212",NA,NA,"PFDN6","OID30938","Neurology II",6.51089719597352,TRUE
"Olink","O15213",NA,NA,"WDR46","OID31389","Oncology II",9.31294590377659,TRUE
"Olink","O15232",NA,NA,"MATN3","OID20979","Neurology",5.15467570580805,TRUE
"Olink","O15234",NA,NA,"CASC3","OID30921","Neurology II",7.40125218128504,TRUE
"Olink","O15240","VGF","Neurosecretory protein VGF","VGF","OID31067","Neurology II",1.01949495852672,TRUE
"Olink","O15263",NA,NA,"DEFB4A_DEFB4B","OID21373","Oncology",NA,FALSE
"Olink","O15264",NA,NA,"MAPK13","OID31205","Oncology II",70.4744588737072,TRUE
"Olink","O15269",NA,NA,"SPTLC1","OID31086","Neurology II",3.56436968205751,TRUE
"Olink","O15294",NA,NA,"OGT","OID31300","Oncology II",18.0689498390049,TRUE
"Olink","O15305",NA,NA,"PMM2","OID30125","Cardiometabolic II",22.2962800557155,TRUE
"Olink","O15335","CHAD","Chondroadherin","CHAD","OID30660","Inflammation II",9.43628474377658,TRUE
"Olink","O15350",NA,NA,"TP73","OID30879","Neurology II",33.0545684337826,TRUE
"Olink","O15354",NA,NA,"GPR37","OID20095","Cardiometabolic",13.2370110349043,TRUE
"Olink","O15357",NA,NA,"INPPL1","OID21314","Oncology",NA,FALSE
"Olink","O15382",NA,NA,"BCAT2","OID30844","Neurology II",18.616604184962,TRUE
"Olink","O15389",NA,NA,"SIGLEC5","OID21082","Neurology",1.41164204465636,TRUE
"Olink","O15394","NCAM2","Neural cell adhesion molecule 2","NCAM2","OID21095","Neurology",0.578357141027001,TRUE
"Olink","O15400","STX7","Syntaxin-7","STX7","OID30560","Inflammation II",0.749908022426918,TRUE
"Olink","O15444",NA,NA,"CCL25","OID20674","Inflammation",NA,FALSE
"Olink","O15455",NA,NA,"TLR3","OID20612","Inflammation",NA,FALSE
"Olink","O15467","CCL16","C-C motif chemokine 16","CCL16","OID20334","Cardiometabolic",7.57351804481713,TRUE
"Olink","O15496",NA,NA,"PLA2G10","OID21002","Neurology",0.122532313924017,TRUE
"Olink","O43155",NA,NA,"FLRT2","OID20946","Neurology",7.54398439486911,TRUE
"Olink","O43184",NA,NA,"ADAM12","OID30491","Inflammation II",6.23558916256281,TRUE
"Olink","O43186",NA,NA,"CRX","OID20070","Cardiometabolic",5.29710416529721,TRUE
"Olink","O43240",NA,NA,"KLK10","OID21523","Oncology",NA,FALSE
"Olink","O43247",NA,NA,"TEX33","OID31280","Oncology II",4.58511393252685,TRUE
"Olink","O43278","SPINT1","Kunitz-type protease inhibitor 1","SPINT1","OID21109","Neurology",4.18753629039027,TRUE
"Olink","O43280","TREH","Trehalase","TREH","OID30388","Cardiometabolic II",4.8158562723074,TRUE
"Olink","O43290",NA,NA,"SART1","OID30113","Cardiometabolic II",4.79130742319096,TRUE
"Olink","O43291","SPINT2","Kunitz-type protease inhibitor 2","SPINT2","OID20720","Inflammation",NA,FALSE
"Olink","O43312",NA,NA,"MTSS1","OID31492","Oncology II",29.7572903475866,TRUE
"Olink","O43320",NA,NA,"FGF16","OID30535","Inflammation II",2.61283372638513,TRUE
"Olink","O43396","TXNL1","Thioredoxin-like protein 1","TXNL1","OID30872","Neurology II",24.9559538597954,TRUE
"Olink","O43399","TPD52L2","Tumor protein D54","TPD52L2","OID30609","Inflammation II",0.00980258140195148,TRUE
"Olink","O43405",NA,NA,"COCH","OID30305","Cardiometabolic II",5.97018044333652,TRUE
"Olink","O43422",NA,NA,"THAP12","OID31238","Oncology II",23.2430975380462,TRUE
"Olink","O43423",NA,NA,"ANP32C","OID30203","Cardiometabolic II",1.80382168877058,TRUE
"Olink","O43432",NA,NA,"EIF4G3","OID31022","Neurology II",45.0034094004839,TRUE
"Olink","O43464",NA,NA,"HTRA2","OID21471","Oncology",NA,FALSE
"Olink","O43474",NA,NA,"KLF4","OID30808","Neurology II",10.576981547823,TRUE
"Olink","O43493","TGOLN2","Trans-Golgi network integral membrane protein 2","TGOLN2","OID30691","Inflammation II",15.1823901022981,TRUE
"Olink","O43504","LAMTOR5","Ragulator complex protein LAMTOR5","LAMTOR5","OID31396","Oncology II",10.3447333376745,TRUE
"Olink","O43505","B4GAT1","Beta-1,4-glucuronyltransferase 1","B4GAT1","OID21127","Neurology",0.333288694327249,TRUE
"Olink","O43508","TNFSF12","Tumor necrosis factor ligand superfamily member 12","TNFSF12","OID20624","Inflammation",NA,FALSE
"Olink","O43521-2",NA,NA,"BCL2L11","OID20513","Inflammation",NA,FALSE
"Olink","O43524",NA,NA,"FOXO3","OID21271","Oncology",NA,FALSE
"Olink","O43557",NA,NA,"TNFSF14","OID20953","Neurology",4.18262856296713,TRUE
"Olink","O43561",NA,NA,"LAT","OID20640","Inflammation",NA,FALSE
"Olink","O43570",NA,NA,"CA12","OID21344","Oncology",NA,FALSE
"Olink","O43583","DENR","Density-regulated protein","DENR","OID30493","Inflammation II",1.47046669462955,TRUE
"Olink","O43597",NA,NA,"SPRY2","OID20475","Inflammation",NA,FALSE
"Olink","O43598","DNPH1","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","DNPH1","OID20744","Inflammation",NA,FALSE
"Olink","O43639","NCK2","Cytoplasmic protein NCK2","NCK2","OID20683","Inflammation",NA,FALSE
"Olink","O43653",NA,NA,"PSCA","OID31493","Oncology II",11.3237226391429,TRUE
"Olink","O43663",NA,NA,"PRC1","OID31345","Oncology II",6.34373729878799,TRUE
"Olink","O43665","RGS10","Regulator of G-protein signaling 10","RGS10","OID30999","Neurology II",10.3496739208945,TRUE
"Olink","O43681","GET3","ATPase GET3","GET3","OID30303","Cardiometabolic II",6.86005482911495,TRUE
"Olink","O43699",NA,NA,"SIGLEC6","OID21394","Oncology",NA,FALSE
"Olink","O43707","ACTN4","Alpha-actinin-4","ACTN4","OID20435","Inflammation",NA,FALSE
"Olink","O43715",NA,NA,"TRIAP1","OID21403","Oncology",NA,FALSE
"Olink","O43734",NA,NA,"TRAF3IP2","OID30054","Cardiometabolic II",6.73709808521864,TRUE
"Olink","O43736",NA,NA,"ITM2A","OID20504","Inflammation",NA,FALSE
"Olink","O43739",NA,NA,"CYTH3","OID31208","Oncology II",17.246426867267,TRUE
"Olink","O43752",NA,NA,"STX6","OID21219","Oncology",NA,FALSE
"Olink","O43768","ENSA","Alpha-endosulfine","ENSA","OID31355","Oncology II",1.54399858375851,TRUE
"Olink","O43776",NA,NA,"NARS1","OID31035","Neurology II",12.279537221378,TRUE
"Olink","O43805",NA,NA,"SSNA1","OID31453","Oncology II",1.89206752030146,TRUE
"Olink","O43827","ANGPTL7","Angiopoietin-related protein 7","ANGPTL7","OID21412","Oncology",NA,FALSE
"Olink","O43854",NA,NA,"EDIL3","OID20081","Cardiometabolic",3.50549908187723,TRUE
"Olink","O43866","CD5L","CD5 antigen-like","CD5L","OID30775","Inflammation II",8.87402858344346,TRUE
"Olink","O43889",NA,NA,"CREB3","OID31188","Oncology II",22.3420274127594,TRUE
"Olink","O43895","XPNPEP2","Xaa-Pro aminopeptidase 2","XPNPEP2","OID21508","Oncology",NA,FALSE
"Olink","O43896",NA,NA,"KIF1C","OID30163","Cardiometabolic II",0.294078078848481,TRUE
"Olink","O43903",NA,NA,"GAS2","OID31285","Oncology II",30.128372276279,TRUE
"Olink","O43915","VEGFD","Vascular endothelial growth factor D","VEGFD","OID20662","Inflammation",NA,FALSE
"Olink","O43927",NA,NA,"CXCL13","OID21024","Neurology",1.11752917245062,TRUE
"Olink","O60218",NA,NA,"AKR1B10","OID30955","Neurology II",4.28569403366233,TRUE
"Olink","O60220",NA,NA,"TIMM8A","OID31143","Neurology II",0.558751502803915,TRUE
"Olink","O60232",NA,NA,"ZNRD2","OID31450","Oncology II",10.7302127278814,TRUE
"Olink","O60234","GMFG","Glia maturation factor gamma","GMFG","OID30340","Cardiometabolic II",2.11269199049257,TRUE
"Olink","O60235",NA,NA,"TMPRSS11D","OID31103","Neurology II",3.04440660187559,TRUE
"Olink","O60237",NA,NA,"PPP1R12B","OID31304","Oncology II",3.69683534518093,TRUE
"Olink","O60238",NA,NA,"BNIP3L","OID30525","Inflammation II",7.99694381556006,TRUE
"Olink","O60240",NA,NA,"PLIN1","OID20835","Neurology",3.14250276588603,TRUE
"Olink","O60242","ADGRB3","Adhesion G protein-coupled receptor B3","ADGRB3","OID20974","Neurology",1.01949495852672,TRUE
"Olink","O60243","HS6ST1","Heparan-sulfate 6-O-sulfotransferase 1","HS6ST1","OID21441","Oncology",NA,FALSE
"Olink","O60245","PCDH7","Protocadherin-7","PCDH7","OID31456","Oncology II",4.81094646781249,TRUE
"Olink","O60259",NA,NA,"KLK8","OID21517","Oncology",NA,FALSE
"Olink","O60279","SUSD5","Sushi domain-containing protein 5","SUSD5","OID30650","Inflammation II",10.1817149943928,TRUE
"Olink","O60437",NA,NA,"PPL","OID30564","Inflammation II",6.19626527851272,TRUE
"Olink","O60447",NA,NA,"EVI5","OID30519","Inflammation II",24.8021522628402,TRUE
"Olink","O60449",NA,NA,"LY75","OID20580","Inflammation",NA,FALSE
"Olink","O60462","NRP2","Neuropilin-2","NRP2","OID21081","Neurology",0.695991710178138,TRUE
"Olink","O60469",NA,NA,"DSCAM","OID30993","Neurology II",12.9788680746305,TRUE
"Olink","O60476","MAN1A2","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","MAN1A2","OID30262","Cardiometabolic II",1.92148328335257,TRUE
"Olink","O60496",NA,NA,"DOK2","OID20138","Cardiometabolic",28.0657254312533,TRUE
"Olink","O60500",NA,NA,"NPHS1","OID30540","Inflammation II",3.68702274488719,TRUE
"Olink","O60502",NA,NA,"OGA","OID31465","Oncology II",0.534244500196368,TRUE
"Olink","O60542",NA,NA,"PSPN","OID20511","Inflammation",NA,FALSE
"Olink","O60575",NA,NA,"SPINK4","OID20509","Inflammation",NA,FALSE
"Olink","O60603",NA,NA,"TLR2","OID31290","Oncology II",8.31218944641324,TRUE
"Olink","O60609",NA,NA,"GFRA3","OID20933","Neurology",4.37894961390436,TRUE
"Olink","O60635",NA,NA,"TSPAN1","OID20078","Cardiometabolic",1.34301421007379,TRUE
"Olink","O60662",NA,NA,"KLHL41","OID30986","Neurology II",4.30041822490756,TRUE
"Olink","O60664","PLIN3","Perilipin-3","PLIN3","OID20143","Cardiometabolic",0.284275435929713,TRUE
"Olink","O60701",NA,NA,"UGDH","OID30081","Cardiometabolic II",8.22844051638663,TRUE
"Olink","O60749","SNX2","Sorting nexin-2","SNX2","OID31374","Oncology II",10.9576570125747,TRUE
"Olink","O60760","HPGDS","Hematopoietic prostaglandin D synthase","HPGDS","OID21266","Oncology",NA,FALSE
"Olink","O60763",NA,NA,"USO1","OID21367","Oncology",NA,FALSE
"Olink","O60825",NA,NA,"PFKFB2","OID21356","Oncology",NA,FALSE
"Olink","O60828",NA,NA,"PQBP1","OID21172","Oncology",NA,FALSE
"Olink","O60869",NA,NA,"EDF1","OID31010","Neurology II",0.931265426469045,TRUE
"Olink","O60880",NA,NA,"SH2D1A","OID20514","Inflammation",NA,FALSE
"Olink","O60884",NA,NA,"DNAJA2","OID20627","Inflammation",NA,FALSE
"Olink","O60890",NA,NA,"OPHN1","OID31087","Neurology II",11.3534133857614,TRUE
"Olink","O60907",NA,NA,"TBL1X","OID21220","Oncology",NA,FALSE
"Olink","O60911",NA,NA,"CTSV","OID21405","Oncology",NA,FALSE
"Olink","O60934",NA,NA,"NBN","OID20442","Inflammation",NA,FALSE
"Olink","O60939",NA,NA,"SCN2B","OID30948","Neurology II",19.8909255921571,TRUE
"Olink","O60941",NA,NA,"DTNB","OID31395","Oncology II",0.421512873960702,TRUE
"Olink","O75015","FCGR3B","Low affinity immunoglobulin gamma Fc region receptor III-B","FCGR3B","OID20387","Cardiometabolic",0.186249208775106,TRUE
"Olink","O75023","LILRB5","Leukocyte immunoglobulin-like receptor subfamily B member 5","LILRB5","OID20324","Cardiometabolic",2.33823517594534,TRUE
"Olink","O75054",NA,NA,"IGSF3","OID21312","Oncology",NA,FALSE
"Olink","O75061",NA,NA,"DNAJC6","OID30247","Cardiometabolic II",2.75014388299141,TRUE
"Olink","O75071","EFCAB14","EF-hand calcium-binding domain-containing protein 14","EFCAB14","OID31460","Oncology II",9.44615276894701,TRUE
"Olink","O75077",NA,NA,"ADAM23","OID20651","Inflammation",NA,FALSE
"Olink","O75121",NA,NA,"MFAP3L","OID30933","Neurology II",12.730773866813,TRUE
"Olink","O75144","ICOSLG","ICOS ligand","ICOSLG","OID21351","Oncology",NA,FALSE
"Olink","O75146",NA,NA,"HIP1R","OID31141","Neurology II",10.5670969349637,TRUE
"Olink","O75154",NA,NA,"RAB11FIP3","OID30325","Cardiometabolic II",5.4346365447403,TRUE
"Olink","O75167",NA,NA,"PHACTR2","OID31009","Neurology II",15.905911015499,TRUE
"Olink","O75173",NA,NA,"ADAMTS4","OID30471","Inflammation II",7.14537457136322,TRUE
"Olink","O75190",NA,NA,"DNAJB6","OID30613","Inflammation II",3.56436968205751,TRUE
"Olink","O75223","GGCT","Gamma-glutamylcyclotransferase","GGCT","OID30304","Cardiometabolic II",17.4368577083263,TRUE
"Olink","O75293",NA,NA,"GADD45B","OID31261","Oncology II",10.799426115301,TRUE
"Olink","O75312",NA,NA,"ZPR1","OID30801","Neurology II",17.5822483102274,TRUE
"Olink","O75326","SEMA7A","Semaphorin-7A","SEMA7A","OID20283","Cardiometabolic",1.91167800149074,TRUE
"Olink","O75330",NA,NA,"HMMR","OID31175","Oncology II",28.3096518411686,TRUE
"Olink","O75339","CILP","Cartilage intermediate layer protein 1","CILP","OID30399","Cardiometabolic II",16.0157916646666,TRUE
"Olink","O75340","PDCD6","Programmed cell death protein 6","PDCD6","OID20163","Cardiometabolic",10.3743773994185,TRUE
"Olink","O75347","TBCA","Tubulin-specific chaperone A","TBCA","OID30616","Inflammation II",6.83054380912973,TRUE
"Olink","O75348","ATP6V1G1","V-type proton ATPase subunit G 1","ATP6V1G1","OID30242","Cardiometabolic II",13.4754121474387,TRUE
"Olink","O75351","VPS4B","Vacuolar protein sorting-associated protein 4B","VPS4B","OID31386","Oncology II",0.838135431251668,TRUE
"Olink","O75354",NA,NA,"ENTPD6","OID20100","Cardiometabolic",12.0268085244252,TRUE
"Olink","O75356","ENTPD5","Nucleoside diphosphate phosphatase ENTPD5","ENTPD5","OID20104","Cardiometabolic",5.85715523153073,TRUE
"Olink","O75365",NA,NA,"PTP4A3","OID30469","Inflammation II",12.8796163846364,TRUE
"Olink","O75380",NA,NA,"NDUFS6","OID21224","Oncology",NA,FALSE
"Olink","O75409",NA,NA,"H2AP","OID31232","Oncology II",5.79327637628275,TRUE
"Olink","O75427",NA,NA,"LRCH4","OID30191","Cardiometabolic II",15.0228750055322,TRUE
"Olink","O75460",NA,NA,"ERN1","OID31391","Oncology II",8.19888412704119,TRUE
"Olink","O75462",NA,NA,"CRLF1","OID20699","Inflammation",NA,FALSE
"Olink","O75475",NA,NA,"PSIP1","OID20534","Inflammation",NA,FALSE
"Olink","O75493",NA,NA,"CA11","OID21195","Oncology",NA,FALSE
"Olink","O75506",NA,NA,"HSBP1","OID30232","Cardiometabolic II",5.4690220264468,TRUE
"Olink","O75509","TNFRSF21","Tumor necrosis factor receptor superfamily member 21","TNFRSF21","OID21052","Neurology",4.67838824796448,TRUE
"Olink","O75521",NA,NA,"ECI2","OID30142","Cardiometabolic II",6.04389866535827,TRUE
"Olink","O75528",NA,NA,"TADA3","OID31422","Oncology II",70.1707292076507,TRUE
"Olink","O75534",NA,NA,"CSDE1","OID30183","Cardiometabolic II",27.5474990087783,TRUE
"Olink","O75563","SKAP2","Src kinase-associated phosphoprotein 2","SKAP2","OID20761","Inflammation",NA,FALSE
"Olink","O75569",NA,NA,"PRKRA","OID21225","Oncology",NA,FALSE
"Olink","O75592",NA,NA,"MYCBP2","OID30996","Neurology II",5.78836276503078,TRUE
"Olink","O75594","PGLYRP1","Peptidoglycan recognition protein 1","PGLYRP1","OID20338","Cardiometabolic",3.69683534518093,TRUE
"Olink","O75629","CREG1","Protein CREG1","CREG1","OID21515","Oncology",NA,FALSE
"Olink","O75631",NA,NA,"UPK3A","OID30794","Neurology II",34.4465935267062,TRUE
"Olink","O75665",NA,NA,"OFD1","OID31268","Oncology II",9.32281223244886,TRUE
"Olink","O75688",NA,NA,"PPM1B","OID30548","Inflammation II",15.4816339141761,TRUE
"Olink","O75695","RP2","Protein XRP2","RP2","OID21302","Oncology",NA,FALSE
"Olink","O75711","SCRG1","Scrapie-responsive protein 1","SCRG1","OID30333","Cardiometabolic II",4.05994023340462,TRUE
"Olink","O75718",NA,NA,"CRTAP","OID30902","Neurology II",4.49184558709775,TRUE
"Olink","O75781",NA,NA,"PALM","OID31515","Oncology II",10.4188460286285,TRUE
"Olink","O75787","ATP6AP2","Renin receptor","ATP6AP2","OID21178","Oncology",NA,FALSE
"Olink","O75791","GRAP2","GRB2-related adapter protein 2","GRAP2","OID20192","Cardiometabolic",5.40516403968163,TRUE
"Olink","O75792",NA,NA,"RNASEH2A","OID31027","Neurology II",14.7438579333488,TRUE
"Olink","O75794",NA,NA,"CDC123","OID31242","Oncology II",41.300839994184,TRUE
"Olink","O75830",NA,NA,"SERPINI2","OID31504","Oncology II",9.29814666337696,TRUE
"Olink","O75843",NA,NA,"AP1G2","OID31348","Oncology II",11.5266390544147,TRUE
"Olink","O75882-2",NA,NA,"ATRN","OID30735","Inflammation II",4.28569403366233,TRUE
"Olink","O75888","TNFSF13","Tumor necrosis factor ligand superfamily member 13","TNFSF13","OID20733","Inflammation",NA,FALSE
"Olink","O75940",NA,NA,"SMNDC1","OID31471","Oncology II",3.04931130463925,TRUE
"Olink","O76036",NA,NA,"NCR1","OID20566","Inflammation",NA,FALSE
"Olink","O76038",NA,NA,"SCGN","OID20457","Inflammation",NA,FALSE
"Olink","O76039",NA,NA,"CDKL5","OID30796","Neurology II",14.3107174466757,TRUE
"Olink","O76061","STC2","Stanniocalcin-2","STC2","OID21157","Neurology",6.24542035830006,TRUE
"Olink","O76070","SNCG","Gamma-synuclein","SNCG","OID20971","Neurology",1.82833420407064,TRUE
"Olink","O76074","PDE5A","cGMP-specific 3',5'-cyclic phosphodiesterase","PDE5A","OID30584","Inflammation II",13.9127752135589,TRUE
"Olink","O76076","CCN5","CCN family member 5","CCN5","OID21068","Neurology",5.93578026916322,TRUE
"Olink","O76096",NA,NA,"CST7","OID20704","Inflammation",NA,FALSE
"Olink","O77932",NA,NA,"DXO","OID31080","Neurology II",4.55075122241182,TRUE
"Olink","O94760","DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1","DDAH1","OID21299","Oncology",NA,FALSE
"Olink","O94766",NA,NA,"B3GAT3","OID30165","Cardiometabolic II",22.3216944323111,TRUE
"Olink","O94779",NA,NA,"CNTN5","OID21006","Neurology",0.661681489143878,TRUE
"Olink","O94813",NA,NA,"SLIT2","OID20862","Neurology",21.8848513393043,TRUE
"Olink","O94830",NA,NA,"DDHD2","OID31043","Neurology II",15.2821157365071,TRUE
"Olink","O94856","NFASC","Neurofascin","NFASC","OID20634","Inflammation",NA,FALSE
"Olink","O94903","PLPBP","Pyridoxal phosphate homeostasis protein","PLPBP","OID20144","Cardiometabolic",4.20225956333715,TRUE
"Olink","O94907",NA,NA,"DKK1","OID21066","Neurology",0.681287315040284,TRUE
"Olink","O94916",NA,NA,"NFAT5","OID30522","Inflammation II",38.183615512596,TRUE
"Olink","O94979","SEC31A","Protein transport protein Sec31A","SEC31A","OID30269","Cardiometabolic II",19.8757883280884,TRUE
"Olink","O94985","CLSTN1","Calsyntenin-1","CLSTN1","OID20874","Neurology",17.341630859483,TRUE
"Olink","O94986",NA,NA,"CEP152","OID31249","Oncology II",19.4320514784456,TRUE
"Olink","O94988",NA,NA,"FAM13A","OID31463","Oncology II",6.70267293334653,TRUE
"Olink","O94992",NA,NA,"HEXIM1","OID20589","Inflammation",NA,FALSE
"Olink","O95049",NA,NA,"TJP3","OID30798","Neurology II",22.8405996297564,TRUE
"Olink","O95157",NA,NA,"NXPH3","OID30565","Inflammation II",5.81293103053426,TRUE
"Olink","O95166","GABARAP","Gamma-aminobutyric acid receptor-associated protein","GABARAP","OID31414","Oncology II",3.06893022579594,TRUE
"Olink","O95180",NA,NA,"CACNA1H","OID30064","Cardiometabolic II",2.85313157955065,TRUE
"Olink","O95183",NA,NA,"VAMP5","OID20071","Cardiometabolic",15.9358756751603,TRUE
"Olink","O95196",NA,NA,"CSPG5","OID30843","Neurology II",32.8480998359938,TRUE
"Olink","O95202",NA,NA,"LETM1","OID31018","Neurology II",21.448603695117,TRUE
"Olink","O95256",NA,NA,"IL18RAP","OID20900","Neurology",5.0220839664292,TRUE
"Olink","O95274","LYPD3","Ly6/PLAUR domain-containing protein 3","LYPD3","OID21530","Oncology",NA,FALSE
"Olink","O95295",NA,NA,"SNAPIN","OID31019","Neurology II",0.92636381863042,TRUE
"Olink","O95372","LYPLA2","Acyl-protein thioesterase 2","LYPLA2","OID30817","Neurology II",14.7139732808055,TRUE
"Olink","O95379","TNFAIP8","Tumor necrosis factor alpha-induced protein 8","TNFAIP8","OID20433","Inflammation",NA,FALSE
"Olink","O95388",NA,NA,"CCN4","OID21444","Oncology",NA,FALSE
"Olink","O95393","BMP10","Bone morphogenetic protein 10","BMP10","OID30575","Inflammation II",4.46730226265962,TRUE
"Olink","O95407",NA,NA,"TNFRSF6B","OID20964","Neurology",0.499934776903927,TRUE
"Olink","O95429",NA,NA,"BAG4","OID30474","Inflammation II",16.6806788142566,TRUE
"Olink","O95433",NA,NA,"AHSA1","OID31379","Oncology II",17.2263868219314,TRUE
"Olink","O95445","APOM","Apolipoprotein M","APOM","OID20374","Cardiometabolic",3.11307344732103,TRUE
"Olink","O95466",NA,NA,"FMNL1","OID20884","Neurology",45.273582748128,TRUE
"Olink","O95467","GNAS","Neuroendocrine secretory protein 55","GNAS","OID31008","Neurology II",0.950871891557165,TRUE
"Olink","O95497","VNN1","Pantetheinase","VNN1","OID30711","Inflammation II",7.80982302706272,TRUE
"Olink","O95498",NA,NA,"VNN2","OID21310","Oncology",NA,FALSE
